Outcome,Model,Evaluation_weighting,Axis,Metric,Minimum_group,Minimum,Maximum_group,Maximum,Max_minus_min,Eligible_groups_N,Interpretation
MEDDL,RF,WTFA_A,Sex,Brier,Male,0.058179415600815104,Female,0.08076133733340853,0.02258192173259342,2,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Sex,Calibration_abs_error,Male,0.011075723430540432,Female,0.011449606018881536,0.000373882588341104,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Age,AUPRC,65-74,0.10558286322776995,18-34,0.390833199024424,0.28525033579665404,4,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Age,AUROC,65-74,0.7297604824486545,18-34,0.784266213267345,0.05450573081869048,4,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Age,Recall,65-74,0.4838709677419355,18-34,0.7484662576687117,0.26459528992677617,4,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,RF,Unweighted,Age,FNR,18-34,0.25153374233128833,65-74,0.5161290322580645,0.26459528992677617,4,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Age,FPR,65-74,0.09171075837742504,35-49,0.33229329173166927,0.24058253335424423,4,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Age,Brier,65-74,0.025382893685823436,18-34,0.09406015002329834,0.0686772563374749,4,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Age,Calibration_abs_error,35-49,0.0045946906900327655,65-74,0.014852601129741537,0.010257910439708771,4,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Age,AUPRC,65-74,0.15047489456874175,18-34,0.4068016838316025,0.25632678926286073,4,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Age,AUROC,50-64,0.7206844648341924,18-34,0.8005159999526805,0.07983153511848817,4,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Age,Recall,65-74,0.5408442599052591,18-34,0.7554234648431087,0.21457920493784965,4,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,RF,WTFA_A,Age,FNR,18-34,0.24457653515689115,65-74,0.45915574009474086,0.2145792049378497,4,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Age,FPR,65-74,0.0785391513997157,35-49,0.3447643837914229,0.26622523239170715,4,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Age,Brier,65-74,0.027562384143979195,50-64,0.08865115353816158,0.06108876939418238,4,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Age,Calibration_abs_error,35-49,0.004423324249540728,50-64,0.01432420182437448,0.009900877574833752,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Race_ethnicity,AUPRC,Hispanic,0.2755616538211994,NH White,0.3374311561218313,0.06186950230063187,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Race_ethnicity,AUROC,Hispanic,0.7518438289751921,NH White,0.8202403404419943,0.06839651146680226,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Race_ethnicity,Recall,NH White,0.5162241887905604,Hispanic,0.5652173913043478,0.04899320251378736,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,XGBoost,Unweighted,Race_ethnicity,FNR,Hispanic,0.43478260869565216,NH White,0.4837758112094395,0.04899320251378736,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Race_ethnicity,FPR,NH White,0.10373975409836066,Hispanic,0.19217081850533807,0.08843106440697741,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Race_ethnicity,Brier,NH White,0.06258216700789285,Hispanic,0.08127110227248405,0.0186889352645912,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Race_ethnicity,Calibration_abs_error,NH White,0.0012890070325165537,NH Black,0.00465424296572059,0.003365235933204036,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Race_ethnicity,AUPRC,Hispanic,0.28645155762401575,NH White,0.3615086124087206,0.07505705478470487,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Race_ethnicity,AUROC,Hispanic,0.7444117382605029,NH White,0.8201786500320353,0.07576691177153239,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Race_ethnicity,Recall,NH White,0.5169723951424898,Hispanic,0.5777640894058726,0.06079169426338282,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,XGBoost,WTFA_A,Race_ethnicity,FNR,Hispanic,0.4222359105941273,NH White,0.4830276048575103,0.06079169426338299,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Race_ethnicity,FPR,NH White,0.11025629432263538,Hispanic,0.20651369041574136,0.09625739609310598,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Race_ethnicity,Brier,NH White,0.06694721499575122,Hispanic,0.0885191183533224,0.021571903357571184,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Race_ethnicity,Calibration_abs_error,NH White,0.0034269908344952554,NH Black,0.008833216677153075,0.005406225842657819,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Poverty,AUPRC,<100% FPL,0.30716785789540335,100-199% FPL,0.32962140998513834,0.022453552089734985,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Poverty,AUROC,<100% FPL,0.7283363077533215,>=200% FPL,0.8104978306065262,0.08216152285320477,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Poverty,Recall,>=200% FPL,0.46474358974358976,100-199% FPL,0.6356589147286822,0.17091532498509243,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,XGBoost,Unweighted,Poverty,FNR,100-199% FPL,0.3643410852713178,>=200% FPL,0.5352564102564102,0.17091532498509243,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Poverty,FPR,>=200% FPL,0.08836662749706228,<100% FPL,0.18699186991869918,0.0986252424216369,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Poverty,Brier,>=200% FPL,0.054920524380164724,<100% FPL,0.0948261154977217,0.039905591117556975,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Poverty,Calibration_abs_error,>=200% FPL,0.002698967275629252,<100% FPL,0.014370363141644707,0.011671395866015455,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Poverty,AUPRC,>=200% FPL,0.3033865231919783,100-199% FPL,0.39706278040041976,0.09367625720844147,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Poverty,AUROC,<100% FPL,0.7255831196312706,100-199% FPL,0.8082779848787183,0.08269486524744762,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Poverty,Recall,>=200% FPL,0.47445442273070704,100-199% FPL,0.6543708390079529,0.17991641627724586,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,XGBoost,WTFA_A,Poverty,FNR,100-199% FPL,0.34562916099204716,>=200% FPL,0.5255455772692929,0.1799164162772457,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Poverty,FPR,>=200% FPL,0.10128489830345219,<100% FPL,0.19763228089050805,0.09634738258705586,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Poverty,Brier,>=200% FPL,0.059222487558354665,<100% FPL,0.10564777179276977,0.0464252842344151,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Poverty,Calibration_abs_error,>=200% FPL,0.003087383890278156,<100% FPL,0.029839961539566626,0.02675257764928847,3,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Insurance,AUPRC,Insured,0.22820393742605802,Uninsured,0.5202124139982787,0.2920084765722206,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Insurance,AUROC,Uninsured,0.7226662545261857,Insured,0.7773377877947198,0.054671533268534134,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Insurance,Recall,Insured,0.3798449612403101,Uninsured,0.9253731343283582,0.5455281730880481,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,XGBoost,Unweighted,Insurance,FNR,Uninsured,0.07462686567164178,Insured,0.6201550387596899,0.5455281730880481,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Insurance,FPR,Insured,0.08193466883234073,Uninsured,0.6568047337278107,0.57487006489547,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Insurance,Brier,Insured,0.05579623695490276,Uninsured,0.17883296269402804,0.12303672573912527,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Insurance,Calibration_abs_error,Insured,0.003065303684801318,Uninsured,0.04293144681965441,0.039866143134853094,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Insurance,AUPRC,Insured,0.24212975685333554,Uninsured,0.5037893883099759,0.26165963145664034,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Insurance,AUROC,Uninsured,0.7115181574494207,Insured,0.773922839609084,0.06240468215966333,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Insurance,Recall,Insured,0.37525662517113795,Uninsured,0.9149175868876215,0.5396609617164836,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,XGBoost,WTFA_A,Insurance,FNR,Uninsured,0.08508241311237866,Insured,0.6247433748288621,0.5396609617164835,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Insurance,FPR,Insured,0.08272434579830394,Uninsured,0.6539347720143472,0.5712104262160433,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Insurance,Brier,Insured,0.0583121235569021,Uninsured,0.17858106654425351,0.12026894298735141,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Insurance,Calibration_abs_error,Insured,0.0014483772406329587,Uninsured,0.04522386824003402,0.04377549099940106,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Sex,AUPRC,Male,0.2877710849290911,Female,0.33457440985057835,0.046803324921487255,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Sex,AUROC,Male,0.7991452991452991,Female,0.8009930925458679,0.0018477934005688423,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Sex,Recall,Female,0.5152439024390244,Male,0.5282051282051282,0.012961225766103812,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,XGBoost,Unweighted,Sex,FNR,Male,0.4717948717948718,Female,0.4847560975609756,0.012961225766103812,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Sex,FPR,Male,0.09663409337676439,Female,0.13122605363984674,0.03459196026308235,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Sex,Brier,Male,0.054070025112435006,Female,0.07418465840764238,0.020114633295207372,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Sex,Calibration_abs_error,Female,0.00611852855617992,Male,0.006333150589384606,0.00021462203320468665,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Sex,AUPRC,Male,0.3115250493445892,Female,0.3486158369076381,0.0370907875630489,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Sex,AUROC,Female,0.7950043997542593,Male,0.8005400861035107,0.00553568634925139,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Sex,Recall,Female,0.5099983944659028,Male,0.5663786184331362,0.05638022396723341,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,XGBoost,WTFA_A,Sex,FNR,Male,0.43362138156686364,Female,0.49000160553409716,0.05638022396723352,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Sex,FPR,Male,0.10935538398343611,Female,0.14169801401330792,0.03234263002987181,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Sex,Brier,Male,0.05845208592735686,Female,0.08099189269000241,0.022539806762645553,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Sex,Calibration_abs_error,Male,0.004313575788816637,Female,0.010474046598418302,0.006160470809601665,2,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Age,AUPRC,65-74,0.11506737376579036,18-34,0.39896260236201514,0.2838952285962248,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Age,AUROC,50-64,0.731929911005649,18-34,0.7920662338435881,0.06013632283793913,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Age,Recall,65-74,0.3870967741935484,18-34,0.6134969325153374,0.22640015832178906,4,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,XGBoost,Unweighted,Age,FNR,18-34,0.38650306748466257,65-74,0.6129032258064516,0.22640015832178906,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Age,FPR,65-74,0.03439153439153439,35-49,0.18174726989079562,0.14735573549926123,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Age,Brier,65-74,0.025265015646601593,18-34,0.0933193036518544,0.0680542880052528,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,Unweighted,Age,Calibration_abs_error,35-49,0.009791870250239698,65-74,0.016081125462567153,0.006289255212327455,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Age,AUPRC,65-74,0.15622545657161874,18-34,0.400947593008467,0.24472213643684826,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Age,AUROC,50-64,0.7266311522924243,18-34,0.8036243115010255,0.07699315920860128,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Age,Recall,65-74,0.3903492424835024,18-34,0.6033910559110667,0.21304181342756429,4,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,XGBoost,WTFA_A,Age,FNR,18-34,0.3966089440889332,65-74,0.6096507575164974,0.21304181342756423,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Age,FPR,65-74,0.031162607737093683,35-49,0.17646425974538707,0.1453016520082934,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Age,Brier,65-74,0.02752891380840667,50-64,0.08928580259128913,0.061756888782882456,4,Descriptive between-group max-minus-min span
MEDDL,XGBoost,WTFA_A,Age,Calibration_abs_error,35-49,0.007172419779221922,50-64,0.015971728314350175,0.008799308535128253,4,Descriptive between-group max-minus-min span
