Outcome,Model,Evaluation_weighting,Axis,Metric,Minimum_group,Minimum,Maximum_group,Maximum,Max_minus_min,Eligible_groups_N,Interpretation
MEDNG,XGBoost,WTFA_A,Poverty,FPR,>=200% FPL,0.05262441500174448,100-199% FPL,0.14336697234063472,0.09074255733889025,3,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Poverty,Brier,>=200% FPL,0.044557154369939796,<100% FPL,0.08901833952738797,0.04446118515744817,3,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Poverty,Calibration_abs_error,>=200% FPL,0.007438196541836396,<100% FPL,0.01134724331362652,0.003909046771790124,3,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Insurance,AUPRC,Insured,0.20780592725919605,Uninsured,0.5123668475508246,0.30456092029162857,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Insurance,AUROC,Uninsured,0.7304946216355865,Insured,0.7793790234453458,0.04888440180975928,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Insurance,Recall,Insured,0.25796178343949044,Uninsured,0.7622950819672131,0.5043332985277227,2,Unsigned equal-opportunity TPR span at locked threshold
MEDNG,XGBoost,Unweighted,Insurance,FNR,Uninsured,0.23770491803278687,Insured,0.7420382165605095,0.5043332985277227,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Insurance,FPR,Insured,0.04008551576696953,Uninsured,0.4269340974212034,0.38684858165423386,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Insurance,Brier,Insured,0.046398076386630877,Uninsured,0.16594752253313683,0.11954944614650595,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Insurance,Calibration_abs_error,Insured,0.0017898606109296653,Uninsured,0.02316366508998563,0.021373804479055965,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Insurance,AUPRC,Insured,0.1996192611848135,Uninsured,0.5045049349512767,0.3048856737664632,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Insurance,AUROC,Uninsured,0.7344926358140621,Insured,0.7722906124725404,0.03779797665847828,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Insurance,Recall,Insured,0.2785514962411532,Uninsured,0.7474875767056445,0.46893608046449126,2,Unsigned equal-opportunity TPR span at locked threshold
MEDNG,XGBoost,WTFA_A,Insurance,FNR,Uninsured,0.2525124232943555,Insured,0.7214485037588465,0.468936080464491,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Insurance,FPR,Insured,0.04578837187737771,Uninsured,0.41307972646311497,0.36729135458573725,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Insurance,Brier,Insured,0.0450551899355811,Uninsured,0.16490593025528733,0.11985074031970622,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Insurance,Calibration_abs_error,Insured,0.006294545901885384,Uninsured,0.028445148416330168,0.022150602514444784,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Sex,AUPRC,Male,0.2942659129152487,Female,0.31160450706279624,0.01733859414754757,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Sex,AUROC,Male,0.8002848579027463,Female,0.8113503133821984,0.011065455479452146,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Sex,Recall,Male,0.36312849162011174,Female,0.4247104247104247,0.06158193309031296,2,Unsigned equal-opportunity TPR span at locked threshold
MEDNG,XGBoost,Unweighted,Sex,FNR,Female,0.5752895752895753,Male,0.6368715083798883,0.06158193309031301,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Sex,FPR,Male,0.05109751709247931,Female,0.07377305407939981,0.0226755369869205,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Sex,Brier,Male,0.04967236186058559,Female,0.06005464584145387,0.010382283980868282,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Sex,Calibration_abs_error,Female,0.0008937683281463882,Male,0.0010311024141812092,0.000137334086034821,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Sex,AUPRC,Female,0.3108699640291175,Male,0.32513856192347923,0.014268597894361745,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Sex,AUROC,Female,0.7967604633362788,Male,0.8175033115432552,0.02074284820697636,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Sex,Recall,Male,0.43747780541217474,Female,0.4382923700970077,0.0008145646848329857,2,Unsigned equal-opportunity TPR span at locked threshold
MEDNG,XGBoost,WTFA_A,Sex,FNR,Female,0.5617076299029922,Male,0.5625221945878252,0.0008145646848329857,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Sex,FPR,Male,0.06150019468039657,Female,0.08642530363420775,0.024925108953811184,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Sex,Brier,Male,0.048834284405955275,Female,0.06428444333756432,0.015450158931609045,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Sex,Calibration_abs_error,Female,0.0020260784553764594,Male,0.003686196209234223,0.0016601177538577636,2,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Age,AUPRC,65-74,0.11200111606975516,35-49,0.3716927901676509,0.25969167409789573,4,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Age,AUROC,50-64,0.7519807344374416,18-34,0.7928012240593015,0.04082048962185991,4,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Age,Recall,65-74,0.058823529411764705,35-49,0.5190839694656488,0.4602604400538841,4,Unsigned equal-opportunity TPR span at locked threshold
MEDNG,XGBoost,Unweighted,Age,FNR,35-49,0.48091603053435117,65-74,0.9411764705882353,0.4602604400538841,4,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Age,FPR,65-74,0.01060070671378092,35-49,0.10844306738962045,0.09784236067583953,4,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Age,Brier,65-74,0.027629570469524103,50-64,0.0784345657834424,0.0508049953139183,4,Descriptive between-group max-minus-min span
MEDNG,XGBoost,Unweighted,Age,Calibration_abs_error,65-74,0.0008964569947449083,50-64,0.0108065017113423,0.009910044716597392,4,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Age,AUPRC,65-74,0.12551196596828837,35-49,0.38126311084984066,0.25575114488155226,4,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Age,AUROC,50-64,0.7480314993466949,18-34,0.8067276385094423,0.05869613916274741,4,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Age,Recall,65-74,0.04748458757982671,35-49,0.5347607445703225,0.4872761569904958,4,Unsigned equal-opportunity TPR span at locked threshold
MEDNG,XGBoost,WTFA_A,Age,FNR,35-49,0.4652392554296774,65-74,0.9525154124201732,0.4872761569904958,4,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Age,FPR,65-74,0.011944338180261508,35-49,0.1206441136616951,0.10869977548143359,4,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Age,Brier,65-74,0.02725757571442685,50-64,0.07139179248936817,0.044134216774941316,4,Descriptive between-group max-minus-min span
MEDNG,XGBoost,WTFA_A,Age,Calibration_abs_error,65-74,0.00027343152099604945,35-49,0.008297690497969884,0.008024258976973835,4,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Race_ethnicity,AUPRC,Hispanic,0.3038338702761332,NH Black,0.3344904545349702,0.03065658425883705,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Race_ethnicity,AUROC,Hispanic,0.7445974521635981,NH White,0.7977741609845737,0.05317670882097558,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Race_ethnicity,Recall,NH White,0.40412979351032446,NH Black,0.5178571428571429,0.11372734934681844,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,LR,Unweighted,Race_ethnicity,FNR,NH Black,0.48214285714285715,NH White,0.5958702064896755,0.11372734934681833,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Race_ethnicity,FPR,NH White,0.06608606557377049,Hispanic,0.14709371293001186,0.08100764735624137,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Race_ethnicity,Brier,NH White,0.06355511543939432,Hispanic,0.0797064788096865,0.016151363370292174,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Race_ethnicity,Calibration_abs_error,NH White,0.00057341252687379,Hispanic,0.005454800031680931,0.0048813875048071415,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Race_ethnicity,AUPRC,Hispanic,0.2756984369295851,NH Black,0.3876276767421246,0.1119292398125395,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Race_ethnicity,AUROC,Hispanic,0.7242455218090785,NH White,0.7983379771293329,0.07409245532025432,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Race_ethnicity,Recall,NH White,0.43786378750499944,NH Black,0.6029117071543115,0.1650479196493121,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,LR,WTFA_A,Race_ethnicity,FNR,NH Black,0.3970882928456886,NH White,0.5621362124950007,0.1650479196493121,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Race_ethnicity,FPR,NH White,0.07250214216454794,Hispanic,0.16337949499686447,0.09087735283231653,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Race_ethnicity,Brier,NH White,0.06713961416902021,Hispanic,0.08895385104920103,0.021814236880180818,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Race_ethnicity,Calibration_abs_error,Hispanic,0.0010965576828169399,NH Black,0.0039257583967365894,0.0028292007139196496,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Poverty,AUPRC,<100% FPL,0.2961033718852336,100-199% FPL,0.35903965745606503,0.06293628557083142,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Poverty,AUROC,<100% FPL,0.7197303192544121,100-199% FPL,0.7922541064115931,0.072523787157181,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Poverty,Recall,>=200% FPL,0.3782051282051282,100-199% FPL,0.5426356589147286,0.16443053070960045,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,LR,Unweighted,Poverty,FNR,100-199% FPL,0.4573643410852713,>=200% FPL,0.6217948717948718,0.1644305307096005,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Poverty,FPR,>=200% FPL,0.05499412455934195,100-199% FPL,0.145224171539961,0.09023004698061905,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Poverty,Brier,>=200% FPL,0.05518614254675239,<100% FPL,0.0951619907264517,0.03997584817969932,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Poverty,Calibration_abs_error,100-199% FPL,0.0017032382705562538,<100% FPL,0.01725295347083046,0.015549715200274206,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Poverty,AUPRC,>=200% FPL,0.30560406674681334,100-199% FPL,0.43084641735267504,0.1252423506058617,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Poverty,AUROC,<100% FPL,0.7395879627872015,100-199% FPL,0.787008561350326,0.04742059856312453,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Poverty,Recall,>=200% FPL,0.39506841988854274,100-199% FPL,0.5859655829669782,0.19089716307843546,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,LR,WTFA_A,Poverty,FNR,100-199% FPL,0.4140344170330216,>=200% FPL,0.6049315801114571,0.19089716307843552,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Poverty,FPR,>=200% FPL,0.06705756036098443,100-199% FPL,0.1624071487779835,0.09534958841699909,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Poverty,Brier,>=200% FPL,0.05930160711410606,<100% FPL,0.10382501226991112,0.04452340515580506,3,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Poverty,Calibration_abs_error,>=200% FPL,0.0030973435144893147,<100% FPL,0.024825657644374235,0.02172831412988492,3,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Insurance,AUPRC,Insured,0.22368472465266298,Uninsured,0.5308032347873329,0.30711851013466995,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Insurance,AUROC,Uninsured,0.7231740704760222,Insured,0.7517554131359044,0.028581342659882214,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Insurance,Recall,Insured,0.2868217054263566,Uninsured,0.835820895522388,0.5489991900960314,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,LR,Unweighted,Insurance,FNR,Uninsured,0.16417910447761194,Insured,0.7131782945736435,0.5489991900960315,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Insurance,FPR,Insured,0.0496300306803826,Uninsured,0.5502958579881657,0.5006658273077831,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Insurance,Brier,Insured,0.056202383348555575,Uninsured,0.17663814079149626,0.12043575744294069,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Insurance,Calibration_abs_error,Insured,0.002903451993261169,Uninsured,0.033814125480495394,0.030910673487234225,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Insurance,AUPRC,Insured,0.23668441561345155,Uninsured,0.5292619112411991,0.2925774956277476,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Insurance,AUROC,Uninsured,0.7341996167687846,Insured,0.7437095069952036,0.009509890226418904,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Insurance,Recall,Insured,0.30841794265118855,Uninsured,0.8437239462161162,0.5353060035649277,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,LR,WTFA_A,Insurance,FNR,Uninsured,0.15627605378388384,Insured,0.6915820573488114,0.5353060035649275,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Insurance,FPR,Insured,0.05293280032179993,Uninsured,0.547656126534446,0.49472332621264603,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Insurance,Brier,Insured,0.05869161198833674,Uninsured,0.17262407996303494,0.1139324679746982,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Insurance,Calibration_abs_error,Insured,0.0015179880485500924,Uninsured,0.026016593592683213,0.02449860554413312,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Sex,AUPRC,Male,0.2759609925844164,Female,0.34298947398598123,0.06702848140156481,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Sex,AUROC,Male,0.7714292342956839,Female,0.787722331246301,0.016293096950617092,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Sex,Recall,Male,0.4,Female,0.4451219512195122,0.04512195121951218,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,LR,Unweighted,Sex,FNR,Female,0.5548780487804879,Male,0.6,0.045121951219512124,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Sex,FPR,Male,0.06550850524791893,Female,0.09003831417624521,0.024529808928326277,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Sex,Brier,Male,0.05477404322440593,Female,0.074015535314088,0.019241492089682066,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Sex,Calibration_abs_error,Female,0.005433514102066869,Male,0.006769312109771788,0.0013357980077049192,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Sex,AUPRC,Male,0.3028940702234339,Female,0.36444388330520083,0.061549813081766935,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Sex,AUROC,Male,0.768702352549719,Female,0.7825509775559489,0.013848625006229964,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Sex,Recall,Male,0.45816109159352497,Female,0.4693896906376436,0.011228599044118603,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,LR,WTFA_A,Sex,FNR,Female,0.5306103093623564,Male,0.5418389084064749,0.011228599044118437,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Sex,FPR,Male,0.0784187099822406,Female,0.10210592819385633,0.023687218211615735,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Sex,Brier,Male,0.05887606704988931,Female,0.08027676484176365,0.021400697791874333,2,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Sex,Calibration_abs_error,Male,0.006292512466109942,Female,0.008668937149769101,0.002376424683659159,2,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Age,AUPRC,65-74,0.11075297956207196,18-34,0.3997478702372874,0.28899489067521544,4,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Age,AUROC,50-64,0.7189632741622471,18-34,0.7893804926385783,0.0704172184763312,4,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Age,Recall,65-74,0.12903225806451613,18-34,0.588957055214724,0.45992479715020784,4,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,LR,Unweighted,Age,FNR,18-34,0.4110429447852761,65-74,0.8709677419354839,0.4599247971502078,4,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Age,FPR,65-74,0.020282186948853614,18-34,0.1676963812886143,0.1474141943397607,4,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Age,Brier,65-74,0.02568517621001297,18-34,0.09261914316191441,0.06693396695190144,4,Descriptive between-group max-minus-min span
MEDDL,LR,Unweighted,Age,Calibration_abs_error,18-34,0.0011741108773103692,50-64,0.03207083180768233,0.030896720930371963,4,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Age,AUPRC,65-74,0.17907111507173143,18-34,0.41474544965743015,0.23567433458569872,4,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Age,AUROC,50-64,0.6960119617954448,18-34,0.8103323160415576,0.11432035424611287,4,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Age,Recall,65-74,0.20999444985050683,18-34,0.6154193185945822,0.40542486874407535,4,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,LR,WTFA_A,Age,FNR,18-34,0.38458068140541773,65-74,0.7900055501494931,0.4054248687440754,4,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Age,FPR,65-74,0.018816123446176333,18-34,0.15667680381883153,0.1378606803726552,4,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Age,Brier,65-74,0.02772024143314843,50-64,0.0915880571343569,0.06386781570120847,4,Descriptive between-group max-minus-min span
MEDDL,LR,WTFA_A,Age,Calibration_abs_error,35-49,0.0013184850348619964,50-64,0.03378982255934955,0.032471337524487554,4,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Race_ethnicity,AUPRC,Hispanic,0.31284724975880074,NH White,0.3273419129459667,0.014494663187165968,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Race_ethnicity,AUROC,Hispanic,0.754977048842127,NH White,0.8122053169882489,0.05722826814612192,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Race_ethnicity,Recall,NH White,0.6430678466076696,NH Black,0.7678571428571429,0.12478929624947332,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,RF,Unweighted,Race_ethnicity,FNR,NH Black,0.23214285714285715,NH White,0.35693215339233036,0.12478929624947321,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Race_ethnicity,FPR,NH White,0.18570696721311475,Hispanic,0.38552787663107946,0.1998209094179647,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Race_ethnicity,Brier,NH White,0.0635108869677605,Hispanic,0.07932837878228696,0.015817491814526463,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Race_ethnicity,Calibration_abs_error,NH Black,0.005812315966053236,Hispanic,0.01949641085117286,0.013684094885119624,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Race_ethnicity,AUPRC,Hispanic,0.32459299202266906,NH White,0.36801080685601706,0.043417814833348,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Race_ethnicity,AUROC,Hispanic,0.7393443837257334,NH White,0.8150886505975632,0.07574426687182978,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Race_ethnicity,Recall,NH White,0.6607656893183217,NH Black,0.8153448833700255,0.15457919405170384,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,RF,WTFA_A,Race_ethnicity,FNR,NH Black,0.1846551166299747,NH White,0.33923431068167836,0.15457919405170367,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Race_ethnicity,FPR,NH White,0.1960436063363201,Hispanic,0.4192517126104671,0.22320810627414703,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Race_ethnicity,Brier,NH White,0.06739075308251123,Hispanic,0.08611056719213415,0.018719814109622923,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Race_ethnicity,Calibration_abs_error,NH Black,0.0044061995178135555,Hispanic,0.015783830417957306,0.011377630900143751,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Poverty,AUPRC,>=200% FPL,0.29607130355734257,100-199% FPL,0.3631259144425066,0.06705461088516401,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Poverty,AUROC,<100% FPL,0.7347213959944476,>=200% FPL,0.7999009460965982,0.0651795501021506,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Poverty,Recall,>=200% FPL,0.592948717948718,100-199% FPL,0.8062015503875969,0.21325283243887894,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,RF,Unweighted,Poverty,FNR,100-199% FPL,0.1937984496124031,>=200% FPL,0.40705128205128205,0.21325283243887894,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Poverty,FPR,>=200% FPL,0.16310223266745005,<100% FPL,0.4666666666666667,0.3035644339992166,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Poverty,Brier,>=200% FPL,0.055943704920034504,<100% FPL,0.0936597996093513,0.03771609468931679,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Poverty,Calibration_abs_error,100-199% FPL,0.001531952726963423,<100% FPL,0.00532348366650999,0.003791530939546567,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Poverty,AUPRC,>=200% FPL,0.28252512800287144,100-199% FPL,0.44918225789467103,0.1666571298917996,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Poverty,AUROC,<100% FPL,0.7585297036801841,100-199% FPL,0.7967758321856314,0.038246128505447285,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Poverty,Recall,>=200% FPL,0.6217946674869503,<100% FPL,0.8253099598600943,0.20351529237314392,3,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,RF,WTFA_A,Poverty,FNR,<100% FPL,0.1746900401399056,>=200% FPL,0.3782053325130496,0.203515292373144,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Poverty,FPR,>=200% FPL,0.18955701386393412,<100% FPL,0.47809866965065023,0.2885416557867161,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Poverty,Brier,>=200% FPL,0.06012532019492395,<100% FPL,0.10046078753840354,0.04033546734347959,3,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Poverty,Calibration_abs_error,>=200% FPL,0.00010270934246395247,100-199% FPL,0.0016891586690015725,0.00158644932653762,3,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Insurance,AUPRC,Insured,0.2082666119325683,Uninsured,0.5608374193180234,0.35257080738545515,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Insurance,AUROC,Uninsured,0.7564470546674908,Insured,0.7700573176140091,0.013610262946518237,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Insurance,Recall,Insured,0.5581395348837209,Uninsured,1.0,0.4418604651162791,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,RF,Unweighted,Insurance,FNR,Uninsured,0.0,Insured,0.4418604651162791,0.4418604651162791,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Insurance,FPR,Insured,0.18029236599891715,Uninsured,1.0,0.8197076340010828,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Insurance,Brier,Insured,0.05654343021481124,Uninsured,0.17366823217709731,0.11712480196228608,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Insurance,Calibration_abs_error,Insured,0.0005363384812409194,Uninsured,0.013443810386257138,0.012907471905016218,2,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Insurance,AUPRC,Insured,0.2250792145410977,Uninsured,0.5632180472446918,0.3381388327035941,2,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Insurance,AUROC,Insured,0.7647321405942482,Uninsured,0.768252530162324,0.0035203895680757658,2,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Insurance,Recall,Insured,0.5689680369927972,Uninsured,1.0,0.4310319630072028,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,RF,WTFA_A,Insurance,FNR,Uninsured,0.0,Insured,0.4310319630072028,0.4310319630072028,2,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Insurance,FPR,Insured,0.1921057570807816,Uninsured,1.0,0.8078942429192184,2,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Insurance,Brier,Insured,0.05902419187010768,Uninsured,0.16936115932679122,0.11033696745668353,2,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Insurance,Calibration_abs_error,Insured,0.0005007689362188095,Uninsured,0.008267241736019948,0.0077664727998011385,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Sex,AUPRC,Male,0.2784420677452463,Female,0.33584656132798013,0.05740449358273381,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Sex,AUROC,Male,0.7879144742336923,Female,0.798886591595801,0.01097211736210868,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Sex,Recall,Male,0.6461538461538462,Female,0.6890243902439024,0.042870544090056195,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,RF,Unweighted,Sex,FNR,Female,0.31097560975609756,Male,0.35384615384615387,0.042870544090056306,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Sex,FPR,Male,0.2124502352515382,Female,0.2442528735632184,0.031802638311680204,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Sex,Brier,Male,0.054338383758352087,Female,0.07455745123468127,0.020219067476329185,2,Descriptive between-group max-minus-min span
MEDDL,RF,Unweighted,Sex,Calibration_abs_error,Female,0.009324170301074158,Male,0.01010408880476947,0.0007799185036953121,2,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Sex,AUPRC,Male,0.31614622259039826,Female,0.3598522156403946,0.04370599304999634,2,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Sex,AUROC,Male,0.7877501415507255,Female,0.796668577255849,0.008918435705123517,2,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Sex,Recall,Male,0.6679849122195799,Female,0.7189219145420744,0.05093700232249454,2,Unsigned equal-opportunity TPR span at locked threshold
MEDDL,RF,WTFA_A,Sex,FNR,Female,0.28107808545792556,Male,0.33201508778042005,0.050937002322494485,2,Descriptive between-group max-minus-min span
MEDDL,RF,WTFA_A,Sex,FPR,Male,0.23936641922502042,Female,0.2706756995033153,0.03130928027829491,2,Descriptive between-group max-minus-min span
