Outcome,Model,Evaluation_weighting,Axis,Group,Metric,Point_estimate,CI95_lower,CI95_upper,Valid_replicates,Requested_replicates
MEDNG,XGBoost,WTFA_A,Poverty,<100% FPL,AUPRC,0.3594451641682524,0.2535610770323303,0.48208849138260546,400,400
MEDNG,XGBoost,WTFA_A,Poverty,<100% FPL,Recall,0.49490979202820157,0.3525667982667878,0.622060877416173,400,400
MEDNG,XGBoost,WTFA_A,Poverty,<100% FPL,FNR,0.5050902079717986,0.37793912258382695,0.6474332017332124,400,400
MEDNG,XGBoost,WTFA_A,Poverty,<100% FPL,FPR,0.12051848034585144,0.0889557449769136,0.15129852680878758,400,400
MEDNG,XGBoost,WTFA_A,Poverty,<100% FPL,Brier,0.08901833952738797,0.06937203071341351,0.10846640322049654,400,400
MEDNG,XGBoost,WTFA_A,Poverty,<100% FPL,Calibration_abs_error,0.01134724331362652,0.0007771588433299231,0.034771314269842236,400,400
MEDNG,XGBoost,Unweighted,Poverty,100-199% FPL,AUROC,0.7834231644508325,0.7387040573923593,0.8290052691806973,400,400
MEDNG,XGBoost,Unweighted,Poverty,100-199% FPL,AUPRC,0.3212336721167626,0.25999371225715984,0.41216574495227587,400,400
MEDNG,XGBoost,Unweighted,Poverty,100-199% FPL,Recall,0.49586776859504134,0.4051271370617212,0.5920148148148148,400,400
MEDNG,XGBoost,Unweighted,Poverty,100-199% FPL,FNR,0.5041322314049587,0.4079851851851852,0.5948728629382788,400,400
MEDNG,XGBoost,Unweighted,Poverty,100-199% FPL,FPR,0.12077294685990338,0.10099891073326249,0.1400639761571876,400,400
MEDNG,XGBoost,Unweighted,Poverty,100-199% FPL,Brier,0.08247190538915587,0.07123249347122919,0.09379736680689733,400,400
MEDNG,XGBoost,Unweighted,Poverty,100-199% FPL,Calibration_abs_error,0.005065770821898019,0.0003382125587383305,0.020871922619539334,400,400
MEDNG,XGBoost,WTFA_A,Poverty,100-199% FPL,AUROC,0.7816151270977241,0.7340741096181527,0.8328408438678918,400,400
MEDNG,XGBoost,WTFA_A,Poverty,100-199% FPL,AUPRC,0.38120103801738225,0.28395690679389224,0.5054662018678766,400,400
MEDNG,XGBoost,WTFA_A,Poverty,100-199% FPL,Recall,0.5507749766257276,0.4558808744603847,0.6561207248974891,400,400
MEDNG,XGBoost,WTFA_A,Poverty,100-199% FPL,FNR,0.4492250233742722,0.3438792751025111,0.5441191255396152,400,400
MEDNG,XGBoost,WTFA_A,Poverty,100-199% FPL,FPR,0.14336697234063472,0.1135929857356861,0.17431105789658843,400,400
MEDNG,XGBoost,WTFA_A,Poverty,100-199% FPL,Brier,0.0885989336595216,0.07499590769928861,0.10216360723252998,400,400
MEDNG,XGBoost,WTFA_A,Poverty,100-199% FPL,Calibration_abs_error,0.007976718788885617,0.0008824225089884345,0.027530194412629622,400,400
MEDNG,XGBoost,Unweighted,Poverty,>=200% FPL,AUROC,0.8188628170285881,0.7943331918678478,0.8438628853623068,400,400
MEDNG,XGBoost,Unweighted,Poverty,>=200% FPL,AUPRC,0.2903630127324821,0.2370889304738033,0.34821637587657334,400,400
MEDNG,XGBoost,Unweighted,Poverty,>=200% FPL,Recall,0.34177215189873417,0.2828507546577177,0.3958384900990099,400,400
MEDNG,XGBoost,Unweighted,Poverty,>=200% FPL,FNR,0.6582278481012658,0.60416150990099,0.7171492453422823,400,400
MEDNG,XGBoost,Unweighted,Poverty,>=200% FPL,FPR,0.042292581465218394,0.03722769324645315,0.048072274024084274,400,400
MEDNG,XGBoost,Unweighted,Poverty,>=200% FPL,Brier,0.042900173205936226,0.038269610475618394,0.048622730431307694,400,400
MEDNG,XGBoost,Unweighted,Poverty,>=200% FPL,Calibration_abs_error,0.0036881236274741783,0.00012371026205226354,0.00960057052275136,400,400
MEDNG,XGBoost,WTFA_A,Poverty,>=200% FPL,AUROC,0.8162189206129384,0.7871711980740896,0.8420297675893821,400,400
MEDNG,XGBoost,WTFA_A,Poverty,>=200% FPL,AUPRC,0.27446271935457384,0.21685057265053342,0.34296930788124935,400,400
MEDNG,XGBoost,WTFA_A,Poverty,>=200% FPL,Recall,0.3611261079689071,0.2846985831469983,0.4303975024240107,400,400
MEDNG,XGBoost,WTFA_A,Poverty,>=200% FPL,FNR,0.638873892031093,0.5696024975759894,0.7153014168530015,400,400
MEDNG,XGBoost,WTFA_A,Poverty,>=200% FPL,FPR,0.05262441500174448,0.04500679142788029,0.06063446636274606,400,400
MEDNG,XGBoost,WTFA_A,Poverty,>=200% FPL,Brier,0.044557154369939796,0.038856744087573114,0.050996890221553216,400,400
MEDNG,XGBoost,WTFA_A,Poverty,>=200% FPL,Calibration_abs_error,0.007438196541836396,0.0006535010902245637,0.014247006537601657,400,400
MEDNG,XGBoost,Unweighted,Insurance,Uninsured,AUROC,0.7304946216355865,0.6775427435405011,0.7837614466512688,400,400
MEDNG,XGBoost,Unweighted,Insurance,Uninsured,AUPRC,0.5123668475508246,0.4286009831184891,0.6092563399121825,400,400
MEDNG,XGBoost,Unweighted,Insurance,Uninsured,Recall,0.7622950819672131,0.6791444928237381,0.8374093605800923,400,400
MEDNG,XGBoost,Unweighted,Insurance,Uninsured,FNR,0.23770491803278687,0.1625906394199077,0.32085550717626177,400,400
MEDNG,XGBoost,Unweighted,Insurance,Uninsured,FPR,0.4269340974212034,0.3831527285422709,0.4697431633407243,400,400
MEDNG,XGBoost,Unweighted,Insurance,Uninsured,Brier,0.16594752253313683,0.14528916818106957,0.18728959765401268,400,400
MEDNG,XGBoost,Unweighted,Insurance,Uninsured,Calibration_abs_error,0.02316366508998563,0.002614599459554069,0.05973084655903654,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Uninsured,AUROC,0.7344926358140621,0.6716959191549037,0.7900554700125056,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Uninsured,AUPRC,0.5045049349512767,0.4184315040851529,0.6092258609791956,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Uninsured,Recall,0.7474875767056445,0.6478127186723999,0.8366288954511981,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Uninsured,FNR,0.2525124232943555,0.16337110454880177,0.3521872813276001,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Uninsured,FPR,0.41307972646311497,0.35663105555794783,0.4648163350827388,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Uninsured,Brier,0.16490593025528733,0.1427745391146878,0.18989334129562963,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Uninsured,Calibration_abs_error,0.028445148416330168,0.002055261307223139,0.06695578495091091,400,400
MEDNG,XGBoost,Unweighted,Insurance,Insured,AUROC,0.7793790234453458,0.7540603811253183,0.8048365191054768,400,400
MEDNG,XGBoost,Unweighted,Insurance,Insured,AUPRC,0.20780592725919605,0.1746516769520168,0.24801649680961282,400,400
MEDNG,XGBoost,Unweighted,Insurance,Insured,Recall,0.25796178343949044,0.21240445379419012,0.30893837526003126,400,400
MEDNG,XGBoost,Unweighted,Insurance,Insured,FNR,0.7420382165605095,0.6910616247399687,0.7875955462058098,400,400
MEDNG,XGBoost,Unweighted,Insurance,Insured,FPR,0.04008551576696953,0.035023174333162696,0.04472690226145222,400,400
MEDNG,XGBoost,Unweighted,Insurance,Insured,Brier,0.046398076386630877,0.0419383319963566,0.05112396862493749,400,400
MEDNG,XGBoost,Unweighted,Insurance,Insured,Calibration_abs_error,0.0017898606109296653,6.68843526727473e-05,0.006802654472742187,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Insured,AUROC,0.7722906124725404,0.7440136256555734,0.7996605219653864,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Insured,AUPRC,0.1996192611848135,0.15918661294631387,0.25242568517648173,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Insured,Recall,0.2785514962411532,0.2216074814735609,0.3449523655847956,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Insured,FNR,0.7214485037588465,0.6550476344152044,0.7783925185264391,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Insured,FPR,0.04578837187737771,0.039022487846115846,0.05258694442958683,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Insured,Brier,0.0450551899355811,0.039773555044522395,0.05043785705614453,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Insured,Calibration_abs_error,0.006294545901885384,0.0008475626613054829,0.012249455823426255,400,400
MEDNG,XGBoost,Unweighted,Sex,Male,AUROC,0.8002848579027463,0.7684438053012651,0.828455898328348,400,400
MEDNG,XGBoost,Unweighted,Sex,Male,AUPRC,0.2942659129152487,0.2327133464146609,0.3571596285727556,400,400
MEDNG,XGBoost,Unweighted,Sex,Male,Recall,0.36312849162011174,0.2916666666666667,0.4255707003546099,400,400
MEDNG,XGBoost,Unweighted,Sex,Male,FNR,0.6368715083798883,0.5744292996453901,0.7083333333333334,400,400
MEDNG,XGBoost,Unweighted,Sex,Male,FPR,0.05109751709247931,0.043718999551689765,0.05828967582599226,400,400
MEDNG,XGBoost,Unweighted,Sex,Male,Brier,0.04967236186058559,0.04375306454300791,0.05580320231442931,400,400
MEDNG,XGBoost,Unweighted,Sex,Male,Calibration_abs_error,0.0010311024141812092,0.00014598959593148302,0.009077899261329271,400,400
MEDNG,XGBoost,WTFA_A,Sex,Male,AUROC,0.8175033115432552,0.779455880963956,0.8496367276568315,400,400
MEDNG,XGBoost,WTFA_A,Sex,Male,AUPRC,0.32513856192347923,0.2504708979374053,0.4029420570192989,400,400
MEDNG,XGBoost,WTFA_A,Sex,Male,Recall,0.43747780541217474,0.34683263792636965,0.5210770214679202,400,400
MEDNG,XGBoost,WTFA_A,Sex,Male,FNR,0.5625221945878252,0.47892297853207966,0.6531673620736302,400,400
MEDNG,XGBoost,WTFA_A,Sex,Male,FPR,0.06150019468039657,0.0501932036911599,0.0731464557719984,400,400
MEDNG,XGBoost,WTFA_A,Sex,Male,Brier,0.048834284405955275,0.041573974699061184,0.05643677748479061,400,400
MEDNG,XGBoost,WTFA_A,Sex,Male,Calibration_abs_error,0.003686196209234223,0.00016687418624938903,0.012797894915680468,400,400
MEDNG,XGBoost,Unweighted,Sex,Female,AUROC,0.8113503133821984,0.7885236655176883,0.8356127554155047,400,400
MEDNG,XGBoost,Unweighted,Sex,Female,AUPRC,0.31160450706279624,0.26705541972212493,0.37242163133971534,400,400
MEDNG,XGBoost,Unweighted,Sex,Female,Recall,0.4247104247104247,0.37348039699782737,0.4811827005906965,400,400
MEDNG,XGBoost,Unweighted,Sex,Female,FNR,0.5752895752895753,0.5188172994093035,0.6265196030021726,400,400
MEDNG,XGBoost,Unweighted,Sex,Female,FPR,0.07377305407939981,0.06506600543830697,0.08343908629441624,400,400
MEDNG,XGBoost,Unweighted,Sex,Female,Brier,0.06005464584145387,0.05370391626255895,0.06568981616872746,400,400
MEDNG,XGBoost,Unweighted,Sex,Female,Calibration_abs_error,0.0008937683281463882,0.00013223962974416443,0.009070814535657428,400,400
MEDNG,XGBoost,WTFA_A,Sex,Female,AUROC,0.7967604633362788,0.769091713940641,0.825381971808538,400,400
MEDNG,XGBoost,WTFA_A,Sex,Female,AUPRC,0.3108699640291175,0.2541300585955829,0.39061155225925603,400,400
MEDNG,XGBoost,WTFA_A,Sex,Female,Recall,0.4382923700970077,0.37469641519906155,0.5115847898245459,400,400
MEDNG,XGBoost,WTFA_A,Sex,Female,FNR,0.5617076299029922,0.4884152101754542,0.6253035848009383,400,400
MEDNG,XGBoost,WTFA_A,Sex,Female,FPR,0.08642530363420775,0.0738878304901191,0.09950044253682143,400,400
MEDNG,XGBoost,WTFA_A,Sex,Female,Brier,0.06428444333756432,0.056742781431011566,0.07188862034381424,400,400
MEDNG,XGBoost,WTFA_A,Sex,Female,Calibration_abs_error,0.0020260784553764594,0.0002650464194511985,0.011622328992784146,400,400
MEDNG,XGBoost,Unweighted,Age,18-34,AUROC,0.7928012240593015,0.7492257440283756,0.8381220307129225,400,400
MEDNG,XGBoost,Unweighted,Age,18-34,AUPRC,0.3399746266812569,0.2640310900728414,0.43301325922844097,400,400
MEDNG,XGBoost,Unweighted,Age,18-34,Recall,0.4649122807017544,0.37583279604556197,0.5491912776873984,400,400
MEDNG,XGBoost,Unweighted,Age,18-34,FNR,0.5350877192982456,0.45080872231260166,0.6241672039544379,400,400
MEDNG,XGBoost,Unweighted,Age,18-34,FPR,0.09568162574089754,0.08019801823276572,0.11344330788713299,400,400
MEDNG,XGBoost,Unweighted,Age,18-34,Brier,0.06887437409200635,0.05835024138721873,0.07895698825461572,400,400
MEDNG,XGBoost,Unweighted,Age,18-34,Calibration_abs_error,0.004109413860883551,0.00027211407005600164,0.018487628144666788,400,400
MEDNG,XGBoost,WTFA_A,Age,18-34,AUROC,0.8067276385094423,0.7587411564339774,0.857824833688953,400,400
MEDNG,XGBoost,WTFA_A,Age,18-34,AUPRC,0.3337976065028756,0.2578696204531975,0.4376464796730101,400,400
MEDNG,XGBoost,WTFA_A,Age,18-34,Recall,0.4613790251674863,0.36554586003310396,0.5640762046129529,400,400
MEDNG,XGBoost,WTFA_A,Age,18-34,FNR,0.5386209748325139,0.43592379538704684,0.6344541399668961,400,400
MEDNG,XGBoost,WTFA_A,Age,18-34,FPR,0.0872313773069414,0.06827600825525476,0.10603567697486768,400,400
MEDNG,XGBoost,WTFA_A,Age,18-34,Brier,0.06424085299516191,0.052619972243486184,0.07575311912056652,400,400
MEDNG,XGBoost,WTFA_A,Age,18-34,Calibration_abs_error,0.002588145293383526,0.00031403098398922157,0.017188104558054643,400,400
MEDNG,XGBoost,Unweighted,Age,35-49,AUROC,0.7801810538017161,0.7414282170906584,0.8158007363092498,400,400
MEDNG,XGBoost,Unweighted,Age,35-49,AUPRC,0.3716927901676509,0.2938518832076306,0.451315156925168,400,400
MEDNG,XGBoost,Unweighted,Age,35-49,Recall,0.5190839694656488,0.44179526189958707,0.600040650406504,400,400
MEDNG,XGBoost,Unweighted,Age,35-49,FNR,0.48091603053435117,0.39995934959349594,0.5582047381004129,400,400
MEDNG,XGBoost,Unweighted,Age,35-49,FPR,0.10844306738962045,0.09207373573522297,0.12367075667744601,400,400
MEDNG,XGBoost,Unweighted,Age,35-49,Brier,0.07112434385992451,0.06024239024757957,0.08196692584831464,400,400
MEDNG,XGBoost,Unweighted,Age,35-49,Calibration_abs_error,0.00520892389794568,0.0002965857384226115,0.019134123982949558,400,400
MEDNG,XGBoost,WTFA_A,Age,35-49,AUROC,0.7847390217742152,0.7361089393540546,0.8266469072582986,400,400
MEDNG,XGBoost,WTFA_A,Age,35-49,AUPRC,0.38126311084984066,0.28787976906982293,0.48233144209591655,400,400
MEDNG,XGBoost,WTFA_A,Age,35-49,Recall,0.5347607445703225,0.4480360241358131,0.6209791035571569,400,400
MEDNG,XGBoost,WTFA_A,Age,35-49,FNR,0.4652392554296774,0.3790208964428429,0.5519639758641868,400,400
MEDNG,XGBoost,WTFA_A,Age,35-49,FPR,0.1206441136616951,0.097753609603548,0.14336325554927404,400,400
MEDNG,XGBoost,WTFA_A,Age,35-49,Brier,0.07003616611587846,0.057792670265441756,0.08122281727344513,400,400
MEDNG,XGBoost,WTFA_A,Age,35-49,Calibration_abs_error,0.008297690497969884,0.00042144937684625755,0.023911153424402868,400,400
MEDNG,XGBoost,Unweighted,Age,50-64,AUROC,0.7519807344374416,0.7123011387398771,0.7901289552885056,400,400
MEDNG,XGBoost,Unweighted,Age,50-64,AUPRC,0.2930922307397574,0.23792864992496057,0.3624634855001784,400,400
MEDNG,XGBoost,Unweighted,Age,50-64,Recall,0.3561643835616438,0.2797406462585034,0.43423961689939133,400,400
MEDNG,XGBoost,Unweighted,Age,50-64,FNR,0.6438356164383562,0.5657603831006086,0.7202593537414965,400,400
MEDNG,XGBoost,Unweighted,Age,50-64,FPR,0.07982583454281568,0.06766685311881636,0.09272922192749777,400,400
MEDNG,XGBoost,Unweighted,Age,50-64,Brier,0.0784345657834424,0.06892169230571672,0.08871594266153125,400,400
MEDNG,XGBoost,Unweighted,Age,50-64,Calibration_abs_error,0.0108065017113423,0.0009590908012328892,0.024100721033511335,400,400
MEDNG,XGBoost,WTFA_A,Age,50-64,AUROC,0.7480314993466949,0.7016793954287676,0.79102769314762,400,400
MEDNG,XGBoost,WTFA_A,Age,50-64,AUPRC,0.2786040790800836,0.21627212282438535,0.36022692538408896,400,400
MEDNG,XGBoost,WTFA_A,Age,50-64,Recall,0.3961948236955495,0.2999266250267568,0.4779921969304338,400,400
MEDNG,XGBoost,WTFA_A,Age,50-64,FNR,0.6038051763044504,0.522007803069566,0.7000733749732431,400,400
MEDNG,XGBoost,WTFA_A,Age,50-64,FPR,0.08003736947008477,0.06485898352938259,0.09636444486968646,400,400
MEDNG,XGBoost,WTFA_A,Age,50-64,Brier,0.07139179248936817,0.061313275327546324,0.08450160771214078,400,400
MEDNG,XGBoost,WTFA_A,Age,50-64,Calibration_abs_error,0.003094321749055648,0.00023524762703783404,0.01987696144442728,400,400
MEDNG,XGBoost,Unweighted,Age,65-74,AUROC,0.7641342756183745,0.6653452710665149,0.8546957044753806,400,400
MEDNG,XGBoost,Unweighted,Age,65-74,AUPRC,0.11200111606975516,0.06422498732198749,0.1993384065261064,400,400
MEDNG,XGBoost,Unweighted,Age,65-74,Recall,0.058823529411764705,0.0,0.16142473118279557,400,400
MEDNG,XGBoost,Unweighted,Age,65-74,FNR,0.9411764705882353,0.8385752688172043,1.0,400,400
MEDNG,XGBoost,Unweighted,Age,65-74,FPR,0.01060070671378092,0.005424832277255865,0.015957800789140816,400,400
MEDNG,XGBoost,Unweighted,Age,65-74,Brier,0.027629570469524103,0.019988457798609,0.03623285959266685,400,400
MEDNG,XGBoost,Unweighted,Age,65-74,Calibration_abs_error,0.0008964569947449083,0.00019192360913283406,0.010395963979908886,400,400
MEDNG,XGBoost,WTFA_A,Age,65-74,AUROC,0.7979739059032451,0.6878153509177497,0.8806773418368716,400,400
MEDNG,XGBoost,WTFA_A,Age,65-74,AUPRC,0.12551196596828837,0.06637707746162502,0.24749358997211207,400,400
MEDNG,XGBoost,WTFA_A,Age,65-74,Recall,0.04748458757982671,0.0,0.14272586638783819,400,400
MEDNG,XGBoost,WTFA_A,Age,65-74,FNR,0.9525154124201732,0.8572741336121615,1.0,400,400
MEDNG,XGBoost,WTFA_A,Age,65-74,FPR,0.011944338180261508,0.005686510225077053,0.020672187519345974,400,400
MEDNG,XGBoost,WTFA_A,Age,65-74,Brier,0.02725757571442685,0.016849051672588163,0.03746880042488924,400,400
MEDNG,XGBoost,WTFA_A,Age,65-74,Calibration_abs_error,0.00027343152099604945,8.800877435950866e-05,0.01337489929899358,400,400
MEDDL,LR,Unweighted,Race_ethnicity,Hispanic,AUROC,0.7445974521635981,0.6857433226558951,0.8030571567201337,400,400
MEDDL,LR,Unweighted,Race_ethnicity,Hispanic,AUPRC,0.3038338702761332,0.2188198219238809,0.4080211810647169,400,400
MEDDL,LR,Unweighted,Race_ethnicity,Hispanic,Recall,0.4782608695652174,0.37634142446502716,0.5883442265795206,400,400
MEDDL,LR,Unweighted,Race_ethnicity,Hispanic,FNR,0.5217391304347826,0.41165577342047927,0.6236585755349728,400,400
MEDDL,LR,Unweighted,Race_ethnicity,Hispanic,FPR,0.14709371293001186,0.1258337823240632,0.17292369065995072,400,400
MEDDL,LR,Unweighted,Race_ethnicity,Hispanic,Brier,0.0797064788096865,0.06455027134898421,0.09358020122974793,400,400
MEDDL,LR,Unweighted,Race_ethnicity,Hispanic,Calibration_abs_error,0.005454800031680931,0.00046846841938687596,0.02559254510361531,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,Hispanic,AUROC,0.7242455218090785,0.6532049702277504,0.7923412456568975,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,Hispanic,AUPRC,0.2756984369295851,0.19142661911900785,0.40530679764801214,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,Hispanic,Recall,0.47706949285711797,0.35911939059772485,0.6042964298836754,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,Hispanic,FNR,0.5229305071428821,0.3957035701163247,0.6408806094022752,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,Hispanic,FPR,0.16337949499686447,0.1345083315408547,0.19326764741699534,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,Hispanic,Brier,0.08895385104920103,0.06982743664151703,0.10681505395348423,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,Hispanic,Calibration_abs_error,0.0010965576828169399,0.0005581041138526058,0.028990891749681134,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH White,AUROC,0.7977741609845737,0.7706882775220274,0.8239431776418128,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH White,AUPRC,0.33006636617089824,0.28185636713901896,0.3803669627940876,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH White,Recall,0.40412979351032446,0.3505678298575263,0.46306116318192736,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH White,FNR,0.5958702064896755,0.5369388368180726,0.6494321701424737,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH White,FPR,0.06608606557377049,0.058283559191702417,0.07303322529367197,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH White,Brier,0.06355511543939432,0.05778117202938576,0.0693823157928709,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH White,Calibration_abs_error,0.00057341252687379,8.64814289568562e-05,0.008065767976669202,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH White,AUROC,0.7983379771293329,0.7638851631598861,0.8297205828944234,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH White,AUPRC,0.365072729691015,0.3048651602525488,0.4345430444386101,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH White,Recall,0.43786378750499944,0.37219546380692603,0.5162126616778624,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH White,FNR,0.5621362124950007,0.4837873383221378,0.6278045361930739,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH White,FPR,0.07250214216454794,0.06264998794008482,0.08156208774003013,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH White,Brier,0.06713961416902021,0.05934573310385203,0.07474324788607196,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH White,Calibration_abs_error,0.002698904830877827,0.00019766303516823084,0.012656323571134232,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH Black,AUROC,0.7509872241579559,0.6706830854408594,0.821797472341597,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH Black,AUPRC,0.3344904545349702,0.22768870966680416,0.4769259331187277,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH Black,Recall,0.5178571428571429,0.39622126436781613,0.6346590909090908,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH Black,FNR,0.48214285714285715,0.36534090909090905,0.6037787356321835,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH Black,FPR,0.07804878048780488,0.05948396104356941,0.09864667878536611,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH Black,Brier,0.0659628001626879,0.052028385028773494,0.0807306996575025,400,400
MEDDL,LR,Unweighted,Race_ethnicity,NH Black,Calibration_abs_error,0.0034536076019367618,0.0002991930558328713,0.022736503189047776,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH Black,AUROC,0.776454965451623,0.6879431668512879,0.8489408830953037,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH Black,AUPRC,0.3876276767421246,0.21220740712495137,0.5776731127200361,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH Black,Recall,0.6029117071543115,0.45868335049045433,0.7386622463847009,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH Black,FNR,0.3970882928456886,0.26133775361529915,0.5413166495095455,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH Black,FPR,0.09607566527215193,0.06728272965044885,0.1265304566589436,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH Black,Brier,0.07109730996047242,0.054298962569677804,0.08910453042411458,400,400
MEDDL,LR,WTFA_A,Race_ethnicity,NH Black,Calibration_abs_error,0.0039257583967365894,0.000436557498252789,0.030069742708015882,400,400
MEDDL,LR,Unweighted,Poverty,<100% FPL,AUROC,0.7197303192544121,0.6569771267891436,0.7816368286250905,400,400
MEDDL,LR,Unweighted,Poverty,<100% FPL,AUPRC,0.2961033718852336,0.2198923546344319,0.4007138854120649,400,400
MEDDL,LR,Unweighted,Poverty,<100% FPL,Recall,0.43902439024390244,0.35059098205165623,0.5295693277310923,400,400
MEDDL,LR,Unweighted,Poverty,<100% FPL,FNR,0.5609756097560976,0.47043067226890756,0.6494090179483437,400,400
MEDDL,LR,Unweighted,Poverty,<100% FPL,FPR,0.13170731707317074,0.10703792434193425,0.15527390043075906,400,400
MEDDL,LR,Unweighted,Poverty,<100% FPL,Brier,0.0951619907264517,0.07869262399802318,0.11196097439266874,400,400
MEDDL,LR,Unweighted,Poverty,<100% FPL,Calibration_abs_error,0.01725295347083046,0.0013952360246180817,0.04081097249948316,400,400
MEDDL,LR,WTFA_A,Poverty,<100% FPL,AUROC,0.7395879627872015,0.6683958133519856,0.8084703224922137,400,400
MEDDL,LR,WTFA_A,Poverty,<100% FPL,AUPRC,0.3408701228515765,0.24849105694731413,0.47679890223668264,400,400
MEDDL,LR,WTFA_A,Poverty,<100% FPL,Recall,0.5408713960263284,0.41912770189177423,0.6594735562024654,400,400
MEDDL,LR,WTFA_A,Poverty,<100% FPL,FNR,0.4591286039736718,0.3405264437975346,0.5808722981082256,400,400
MEDDL,LR,WTFA_A,Poverty,<100% FPL,FPR,0.14545686710546704,0.10876040287040094,0.18324068564901483,400,400
MEDDL,LR,WTFA_A,Poverty,<100% FPL,Brier,0.10382501226991112,0.08223544241087627,0.12910288634761655,400,400
MEDDL,LR,WTFA_A,Poverty,<100% FPL,Calibration_abs_error,0.024825657644374235,0.0014172840928338892,0.0607235248239463,400,400
MEDDL,LR,Unweighted,Poverty,100-199% FPL,AUROC,0.7922541064115931,0.7558082771121929,0.8288669187636626,400,400
MEDDL,LR,Unweighted,Poverty,100-199% FPL,AUPRC,0.35903965745606503,0.28619652218684166,0.435967692651486,400,400
MEDDL,LR,Unweighted,Poverty,100-199% FPL,Recall,0.5426356589147286,0.4552660753880266,0.6379602022297123,400,400
MEDDL,LR,Unweighted,Poverty,100-199% FPL,FNR,0.4573643410852713,0.3620397977702878,0.5447339246119733,400,400
MEDDL,LR,Unweighted,Poverty,100-199% FPL,FPR,0.145224171539961,0.12538836642284917,0.16667095777548918,400,400
MEDDL,LR,Unweighted,Poverty,100-199% FPL,Brier,0.08642014117053065,0.0749051013690849,0.09885411551486509,400,400
MEDDL,LR,Unweighted,Poverty,100-199% FPL,Calibration_abs_error,0.0017032382705562538,0.0002116417020305947,0.01853338324754578,400,400
MEDDL,LR,WTFA_A,Poverty,100-199% FPL,AUROC,0.787008561350326,0.7317900660053859,0.8401874361763041,400,400
MEDDL,LR,WTFA_A,Poverty,100-199% FPL,AUPRC,0.43084641735267504,0.3171907753114094,0.5407019568529099,400,400
MEDDL,LR,WTFA_A,Poverty,100-199% FPL,Recall,0.5859655829669782,0.4748782261657557,0.6987756784313084,400,400
MEDDL,LR,WTFA_A,Poverty,100-199% FPL,FNR,0.4140344170330216,0.3012243215686916,0.5251217738342443,400,400
MEDDL,LR,WTFA_A,Poverty,100-199% FPL,FPR,0.1624071487779835,0.13472627876911814,0.18968527662813783,400,400
MEDDL,LR,WTFA_A,Poverty,100-199% FPL,Brier,0.09362077386317354,0.07752851891195059,0.11277741990990973,400,400
MEDDL,LR,WTFA_A,Poverty,100-199% FPL,Calibration_abs_error,0.0057539108994313914,0.0005127009135512426,0.02960627970887717,400,400
