Outcome,Model,Evaluation_weighting,Axis,Group,Metric,Point_estimate,CI95_lower,CI95_upper,Valid_replicates,Requested_replicates
MEDNG,RF,WTFA_A,Race_ethnicity,NH White,FNR,0.5278018072046738,0.45595530641767185,0.599238575202385,400,400
MEDNG,RF,WTFA_A,Race_ethnicity,NH White,FPR,0.10735497803139521,0.09659312762905957,0.11875818447939467,400,400
MEDNG,RF,WTFA_A,Race_ethnicity,NH White,Brier,0.05597701124207111,0.04934843075837633,0.06274522642286105,400,400
MEDNG,RF,WTFA_A,Race_ethnicity,NH White,Calibration_abs_error,0.004644214748211292,0.00020029143459826713,0.012521467044949365,400,400
MEDNG,RF,Unweighted,Race_ethnicity,NH Black,AUROC,0.7548076923076923,0.6731674109617658,0.8236292518150552,400,400
MEDNG,RF,Unweighted,Race_ethnicity,NH Black,AUPRC,0.23238416121974703,0.15055171733924053,0.3579763624249081,400,400
MEDNG,RF,Unweighted,Race_ethnicity,NH Black,Recall,0.5434782608695652,0.3901468957871397,0.6950423728813558,400,400
MEDNG,RF,Unweighted,Race_ethnicity,NH Black,FNR,0.45652173913043476,0.3049576271186441,0.6098531042128602,400,400
MEDNG,RF,Unweighted,Race_ethnicity,NH Black,FPR,0.1875,0.15870570107858242,0.21529630451273096,400,400
MEDNG,RF,Unweighted,Race_ethnicity,NH Black,Brier,0.05905603924644374,0.04518474988113024,0.07244761482606925,400,400
MEDNG,RF,Unweighted,Race_ethnicity,NH Black,Calibration_abs_error,0.009061720661646844,0.0005130914769800092,0.025983715541589347,400,400
MEDNG,RF,WTFA_A,Race_ethnicity,NH Black,AUROC,0.7534143772290325,0.6650056236204566,0.8353650393437414,400,400
MEDNG,RF,WTFA_A,Race_ethnicity,NH Black,AUPRC,0.20380226425875428,0.11333868644504208,0.37350829219133574,400,400
MEDNG,RF,WTFA_A,Race_ethnicity,NH Black,Recall,0.5975459584585932,0.41697438078448773,0.7658807027129267,400,400
MEDNG,RF,WTFA_A,Race_ethnicity,NH Black,FNR,0.4024540415414065,0.23411929728707329,0.5830256192155122,400,400
MEDNG,RF,WTFA_A,Race_ethnicity,NH Black,FPR,0.211647541178268,0.17495738229303143,0.25071024379680446,400,400
MEDNG,RF,WTFA_A,Race_ethnicity,NH Black,Brier,0.05457020344526424,0.04076424181657775,0.06886824404681065,400,400
MEDNG,RF,WTFA_A,Race_ethnicity,NH Black,Calibration_abs_error,0.02087860366005219,0.002695367431705864,0.038632949341768294,400,400
MEDNG,RF,Unweighted,Poverty,<100% FPL,AUROC,0.7262662074554295,0.6711268302302186,0.7791619033185854,400,400
MEDNG,RF,Unweighted,Poverty,<100% FPL,AUPRC,0.3158665426328716,0.23526373352936963,0.4211036342443937,400,400
MEDNG,RF,Unweighted,Poverty,<100% FPL,Recall,0.625,0.5262676508344031,0.7260585305105853,400,400
MEDNG,RF,Unweighted,Poverty,<100% FPL,FNR,0.375,0.27394146948941467,0.47373234916559687,400,400
MEDNG,RF,Unweighted,Poverty,<100% FPL,FPR,0.3371150729335494,0.2959278897136798,0.3705078363076635,400,400
MEDNG,RF,Unweighted,Poverty,<100% FPL,Brier,0.09333301123976302,0.07694291184184295,0.1105343992851288,400,400
MEDNG,RF,Unweighted,Poverty,<100% FPL,Calibration_abs_error,0.012363070217582664,0.001049503054766899,0.03452785155272646,400,400
MEDNG,RF,WTFA_A,Poverty,<100% FPL,AUROC,0.7533938699451108,0.6782640497539839,0.8129256690534838,400,400
MEDNG,RF,WTFA_A,Poverty,<100% FPL,AUPRC,0.3465957034346774,0.24390089328587325,0.5059111973774215,400,400
MEDNG,RF,WTFA_A,Poverty,<100% FPL,Recall,0.6986864709052023,0.5807454574181703,0.7990730519319923,400,400
MEDNG,RF,WTFA_A,Poverty,<100% FPL,FNR,0.30131352909479775,0.2009269480680076,0.41925454258182965,400,400
MEDNG,RF,WTFA_A,Poverty,<100% FPL,FPR,0.37476166434107294,0.3218993319772269,0.4199158719128398,400,400
MEDNG,RF,WTFA_A,Poverty,<100% FPL,Brier,0.09014362030359567,0.07176642544133223,0.10738451612732172,400,400
MEDNG,RF,WTFA_A,Poverty,<100% FPL,Calibration_abs_error,0.005435534547574464,0.0005121745510276,0.031071798824398745,400,400
MEDNG,RF,Unweighted,Poverty,100-199% FPL,AUROC,0.7902543218748752,0.7471891142579257,0.837039412113877,400,400
MEDNG,RF,Unweighted,Poverty,100-199% FPL,AUPRC,0.36311950081202693,0.292511636102611,0.44215389379335795,400,400
MEDNG,RF,Unweighted,Poverty,100-199% FPL,Recall,0.7272727272727273,0.6448131197559115,0.8077,400,400
MEDNG,RF,Unweighted,Poverty,100-199% FPL,FNR,0.2727272727272727,0.1923,0.3551868802440884,400,400
MEDNG,RF,Unweighted,Poverty,100-199% FPL,FPR,0.25217391304347825,0.2273934967514481,0.2764543438468037,400,400
MEDNG,RF,Unweighted,Poverty,100-199% FPL,Brier,0.08185549334841036,0.07004750521986401,0.0939194743365476,400,400
MEDNG,RF,Unweighted,Poverty,100-199% FPL,Calibration_abs_error,0.013613065116728024,0.0011333293698246759,0.030191091164231663,400,400
MEDNG,RF,WTFA_A,Poverty,100-199% FPL,AUROC,0.7908643521923607,0.7392444541402838,0.8420142455379843,400,400
MEDNG,RF,WTFA_A,Poverty,100-199% FPL,AUPRC,0.4431342883950979,0.3377240696401659,0.5741622711228288,400,400
MEDNG,RF,WTFA_A,Poverty,100-199% FPL,Recall,0.7598152488910276,0.6651208757540307,0.8452971299479068,400,400
MEDNG,RF,WTFA_A,Poverty,100-199% FPL,FNR,0.24018475110897242,0.1547028700520932,0.3348791242459692,400,400
MEDNG,RF,WTFA_A,Poverty,100-199% FPL,FPR,0.2951297312133624,0.2646614242084124,0.3300100622453532,400,400
MEDNG,RF,WTFA_A,Poverty,100-199% FPL,Brier,0.08871540172545588,0.07364211839009287,0.10361992713298944,400,400
MEDNG,RF,WTFA_A,Poverty,100-199% FPL,Calibration_abs_error,0.017107568225664116,0.001669451739641544,0.03809754053080752,400,400
MEDNG,RF,Unweighted,Poverty,>=200% FPL,AUROC,0.8101919163256132,0.7797606954586441,0.8377632011037123,400,400
MEDNG,RF,Unweighted,Poverty,>=200% FPL,AUPRC,0.2783786435204899,0.2266829545375812,0.3389932614238876,400,400
MEDNG,RF,Unweighted,Poverty,>=200% FPL,Recall,0.4177215189873418,0.35829616182572616,0.48087524177949703,400,400
MEDNG,RF,Unweighted,Poverty,>=200% FPL,FNR,0.5822784810126582,0.5191247582205029,0.6417038381742739,400,400
MEDNG,RF,Unweighted,Poverty,>=200% FPL,FPR,0.0815807718973885,0.0738009249511074,0.08914768417847668,400,400
MEDNG,RF,Unweighted,Poverty,>=200% FPL,Brier,0.04432806590352963,0.0395078695042782,0.050152880223348045,400,400
MEDNG,RF,Unweighted,Poverty,>=200% FPL,Calibration_abs_error,0.004464363306983882,0.00034004301684085054,0.010422350737991309,400,400
MEDNG,RF,WTFA_A,Poverty,>=200% FPL,AUROC,0.8054546009374743,0.7775179536990711,0.8347207955069792,400,400
MEDNG,RF,WTFA_A,Poverty,>=200% FPL,AUPRC,0.2558897106148201,0.2003187819432904,0.3214544121582669,400,400
MEDNG,RF,WTFA_A,Poverty,>=200% FPL,Recall,0.4549257549984883,0.3854539295724196,0.5293370859654286,400,400
MEDNG,RF,WTFA_A,Poverty,>=200% FPL,FNR,0.5450742450015117,0.4706629140345714,0.6145460704275804,400,400
MEDNG,RF,WTFA_A,Poverty,>=200% FPL,FPR,0.10069215121507644,0.09049216818353366,0.11217885711170493,400,400
MEDNG,RF,WTFA_A,Poverty,>=200% FPL,Brier,0.04567837938043004,0.03975148260233604,0.05193555672806638,400,400
MEDNG,RF,WTFA_A,Poverty,>=200% FPL,Calibration_abs_error,0.007647760801163528,0.0007397554492646919,0.014794328775521058,400,400
MEDNG,RF,Unweighted,Insurance,Uninsured,AUROC,0.7658884870120719,0.7157979941366459,0.8146234634349607,400,400
MEDNG,RF,Unweighted,Insurance,Uninsured,AUPRC,0.5404857890190479,0.45569241887218687,0.6239087928008081,400,400
MEDNG,RF,Unweighted,Insurance,Uninsured,Recall,1.0,1.0,1.0,400,400
MEDNG,RF,Unweighted,Insurance,Uninsured,FNR,0.0,0.0,0.0,400,400
MEDNG,RF,Unweighted,Insurance,Uninsured,FPR,0.9799426934097422,0.962370119507784,0.9940307365250898,400,400
MEDNG,RF,Unweighted,Insurance,Uninsured,Brier,0.17493559865331193,0.15432890949196545,0.1964907015425741,400,400
MEDNG,RF,Unweighted,Insurance,Uninsured,Calibration_abs_error,0.06639425246489011,0.03101165146181316,0.1028773302219554,400,400
MEDNG,RF,WTFA_A,Insurance,Uninsured,AUROC,0.7814752552873319,0.7269499278228332,0.8376819571561416,400,400
MEDNG,RF,WTFA_A,Insurance,Uninsured,AUPRC,0.5509719872456115,0.4538609993141383,0.6641041394694641,400,400
MEDNG,RF,WTFA_A,Insurance,Uninsured,Recall,1.0,1.0,1.0,400,400
MEDNG,RF,WTFA_A,Insurance,Uninsured,FNR,0.0,0.0,0.0,400,400
MEDNG,RF,WTFA_A,Insurance,Uninsured,FPR,0.9748966276745208,0.9516131322873495,0.9916207955737953,400,400
MEDNG,RF,WTFA_A,Insurance,Uninsured,Brier,0.17161271993967495,0.1476580807431951,0.1972573908804477,400,400
MEDNG,RF,WTFA_A,Insurance,Uninsured,Calibration_abs_error,0.06296572494328659,0.02318076957900937,0.10270480213031481,400,400
MEDNG,RF,Unweighted,Insurance,Insured,AUROC,0.7759710453780522,0.748222376492797,0.8022539207135649,400,400
MEDNG,RF,Unweighted,Insurance,Insured,AUPRC,0.19723942373262743,0.16429343244929787,0.2395705383954089,400,400
MEDNG,RF,Unweighted,Insurance,Insured,Recall,0.35987261146496813,0.3041978119540625,0.4124112805798852,400,400
MEDNG,RF,Unweighted,Insurance,Insured,FNR,0.6401273885350318,0.5875887194201148,0.6958021880459374,400,400
MEDNG,RF,Unweighted,Insurance,Insured,FPR,0.08426866203456262,0.07674030158376346,0.09089946752656677,400,400
MEDNG,RF,Unweighted,Insurance,Insured,Brier,0.0468879583669829,0.0422762949534048,0.05185778708036661,400,400
MEDNG,RF,Unweighted,Insurance,Insured,Calibration_abs_error,0.0045378305061923585,0.00035752259235693475,0.009610875737179092,400,400
MEDNG,RF,WTFA_A,Insurance,Insured,AUROC,0.7632352353443848,0.7347847327621067,0.793352997777348,400,400
MEDNG,RF,WTFA_A,Insurance,Insured,AUPRC,0.19216946852784447,0.1505502509993619,0.24287709377673944,400,400
MEDNG,RF,WTFA_A,Insurance,Insured,Recall,0.35872991776936625,0.2959265194101497,0.427971389111282,400,400
MEDNG,RF,WTFA_A,Insurance,Insured,FNR,0.6412700822306336,0.5720286108887183,0.7040734805898504,400,400
MEDNG,RF,WTFA_A,Insurance,Insured,FPR,0.09156585145486874,0.0832202070928463,0.10176118148631036,400,400
MEDNG,RF,WTFA_A,Insurance,Insured,Brier,0.04541781749305782,0.039971519101734444,0.05086300280986085,400,400
MEDNG,RF,WTFA_A,Insurance,Insured,Calibration_abs_error,0.009018489130631212,0.002579964487582899,0.015196846072382027,400,400
MEDNG,RF,Unweighted,Sex,Male,AUROC,0.7995068761923524,0.7646832633800753,0.827448938783326,400,400
MEDNG,RF,Unweighted,Sex,Male,AUPRC,0.2981163057737149,0.23972226871825847,0.35970442764199134,400,400
MEDNG,RF,Unweighted,Sex,Male,Recall,0.5251396648044693,0.44441117764471055,0.5819562146892655,400,400
MEDNG,RF,Unweighted,Sex,Male,FNR,0.4748603351955307,0.41804378531073444,0.5555888223552894,400,400
MEDNG,RF,Unweighted,Sex,Male,FPR,0.13134220942785174,0.11906924949078863,0.14397992794954875,400,400
MEDNG,RF,Unweighted,Sex,Male,Brier,0.05069427451492,0.04463416513837017,0.05701572677544837,400,400
MEDNG,RF,Unweighted,Sex,Male,Calibration_abs_error,0.004046494889009912,0.00025080627423592874,0.01131818978097819,400,400
MEDNG,RF,WTFA_A,Sex,Male,AUROC,0.8196033157633971,0.7782332138581691,0.8489342987217591,400,400
MEDNG,RF,WTFA_A,Sex,Male,AUPRC,0.347680232897569,0.2589787952966323,0.44545740261309746,400,400
MEDNG,RF,WTFA_A,Sex,Male,Recall,0.6084986972215317,0.5050535477158066,0.6842626162938974,400,400
MEDNG,RF,WTFA_A,Sex,Male,FNR,0.3915013027784681,0.3157373837061024,0.49494645228419337,400,400
MEDNG,RF,WTFA_A,Sex,Male,FPR,0.1542088733601912,0.13686998387030958,0.171244174616056,400,400
MEDNG,RF,WTFA_A,Sex,Male,Brier,0.049829363298064956,0.04219351128003998,0.05742414534906196,400,400
MEDNG,RF,WTFA_A,Sex,Male,Calibration_abs_error,0.008951524533052028,0.0005032213790763382,0.018337432123628393,400,400
MEDNG,RF,Unweighted,Sex,Female,AUROC,0.809608094228288,0.784523783802519,0.8346629004084398,400,400
MEDNG,RF,Unweighted,Sex,Female,AUPRC,0.311335847311283,0.26539590506965977,0.3754687151924329,400,400
MEDNG,RF,Unweighted,Sex,Female,Recall,0.5521235521235521,0.49995210727969347,0.6107739596469103,400,400
MEDNG,RF,Unweighted,Sex,Female,FNR,0.44787644787644787,0.38922604035308955,0.5000478927203065,400,400
MEDNG,RF,Unweighted,Sex,Female,FPR,0.14254454517036574,0.13074599272150003,0.15450587444762173,400,400
MEDNG,RF,Unweighted,Sex,Female,Brier,0.06130990340652419,0.05497575077442748,0.0672625267212489,400,400
MEDNG,RF,Unweighted,Sex,Female,Calibration_abs_error,0.004660323373195524,0.00038473837395557254,0.012427242214590309,400,400
MEDNG,RF,WTFA_A,Sex,Female,AUROC,0.7944748361705488,0.7667008495857334,0.8261747433578259,400,400
MEDNG,RF,WTFA_A,Sex,Female,AUPRC,0.3187854579143683,0.2533327987026039,0.41158600469120027,400,400
MEDNG,RF,WTFA_A,Sex,Female,Recall,0.5647322908310116,0.49761295622221297,0.6331040214772745,400,400
MEDNG,RF,WTFA_A,Sex,Female,FNR,0.43526770916898827,0.3668959785227254,0.502387043777787,400,400
MEDNG,RF,WTFA_A,Sex,Female,FPR,0.1641363561710127,0.14898960832651176,0.18126060765927934,400,400
MEDNG,RF,WTFA_A,Sex,Female,Brier,0.06518991982783723,0.057439212944561516,0.07310094106285293,400,400
MEDNG,RF,WTFA_A,Sex,Female,Calibration_abs_error,0.004621041843409057,0.0003909950479511246,0.015671184445610317,400,400
MEDNG,RF,Unweighted,Age,18-34,AUROC,0.7910408960589451,0.7487646367361537,0.8317638702324461,400,400
MEDNG,RF,Unweighted,Age,18-34,AUPRC,0.3441086165897993,0.26618944930446237,0.43180499394335553,400,400
MEDNG,RF,Unweighted,Age,18-34,Recall,0.631578947368421,0.5454545454545454,0.7238245219347581,400,400
MEDNG,RF,Unweighted,Age,18-34,FNR,0.3684210526315789,0.27617547806524184,0.45454545454545453,400,400
MEDNG,RF,Unweighted,Age,18-34,FPR,0.23200677392040644,0.20966351735582506,0.2544421751054758,400,400
MEDNG,RF,Unweighted,Age,18-34,Brier,0.07061342394865149,0.05994243113765626,0.08060868607391497,400,400
MEDNG,RF,Unweighted,Age,18-34,Calibration_abs_error,0.0006346254457046119,0.00025622252479571666,0.015907187482153858,400,400
MEDNG,RF,WTFA_A,Age,18-34,AUROC,0.7982104912077898,0.7486194342255854,0.8501491214861826,400,400
MEDNG,RF,WTFA_A,Age,18-34,AUPRC,0.3425265498126413,0.25238863746539986,0.4558811457720556,400,400
MEDNG,RF,WTFA_A,Age,18-34,Recall,0.6473276809152082,0.5425336856730888,0.7478095403593868,400,400
MEDNG,RF,WTFA_A,Age,18-34,FNR,0.352672319084792,0.25219045964061304,0.4574663143269109,400,400
MEDNG,RF,WTFA_A,Age,18-34,FPR,0.22697783050941567,0.20078974267239194,0.2524920995638611,400,400
MEDNG,RF,WTFA_A,Age,18-34,Brier,0.06597360670496259,0.0545244271584493,0.07789500423916718,400,400
MEDNG,RF,WTFA_A,Age,18-34,Calibration_abs_error,0.0037038547928454207,0.000536606659688043,0.01873530089751199,400,400
MEDNG,RF,Unweighted,Age,35-49,AUROC,0.7795808917875368,0.7392773683075178,0.819649593175868,400,400
MEDNG,RF,Unweighted,Age,35-49,AUPRC,0.3723227552621524,0.29572933102219057,0.45186536495422186,400,400
MEDNG,RF,Unweighted,Age,35-49,Recall,0.5801526717557252,0.5040603138589526,0.6614727988546886,400,400
MEDNG,RF,Unweighted,Age,35-49,FNR,0.4198473282442748,0.3385272011453114,0.49593968614104744,400,400
MEDNG,RF,Unweighted,Age,35-49,FPR,0.18667699457784662,0.1657555324929955,0.20945752459556574,400,400
MEDNG,RF,Unweighted,Age,35-49,Brier,0.07379487500168073,0.062318680409337704,0.08448351931109442,400,400
MEDNG,RF,Unweighted,Age,35-49,Calibration_abs_error,0.009684156489661824,0.0004464879749735751,0.022953700982530162,400,400
MEDNG,RF,WTFA_A,Age,35-49,AUROC,0.7832381175656524,0.7351424012297874,0.8282785052257774,400,400
MEDNG,RF,WTFA_A,Age,35-49,AUPRC,0.39922029712085294,0.3044301834782802,0.5101802071074836,400,400
MEDNG,RF,WTFA_A,Age,35-49,Recall,0.596866150290927,0.5006968070686147,0.6839281366764743,400,400
MEDNG,RF,WTFA_A,Age,35-49,FNR,0.40313384970907273,0.3160718633235255,0.49930319293138525,400,400
MEDNG,RF,WTFA_A,Age,35-49,FPR,0.20225673338193262,0.17630393059433838,0.22902696889807783,400,400
MEDNG,RF,WTFA_A,Age,35-49,Brier,0.07199569691199156,0.05845749253560416,0.08345654514865693,400,400
MEDNG,RF,WTFA_A,Age,35-49,Calibration_abs_error,0.0059179918549660815,0.00022055584439685736,0.021816214385028083,400,400
MEDNG,RF,Unweighted,Age,50-64,AUROC,0.7593121856174324,0.7170235638114895,0.8009305032041326,400,400
MEDNG,RF,Unweighted,Age,50-64,AUPRC,0.2868209013658422,0.23712663580081267,0.36023739481604317,400,400
MEDNG,RF,Unweighted,Age,50-64,Recall,0.5068493150684932,0.42565022213994813,0.5840137243760652,400,400
MEDNG,RF,Unweighted,Age,50-64,FNR,0.4931506849315068,0.4159862756239346,0.5743497778600518,400,400
MEDNG,RF,Unweighted,Age,50-64,FPR,0.15820029027576196,0.1419921210452807,0.17487299293513164,400,400
MEDNG,RF,Unweighted,Age,50-64,Brier,0.07929700961692022,0.06956456397832937,0.09061946689435273,400,400
MEDNG,RF,Unweighted,Age,50-64,Calibration_abs_error,0.018265575993284114,0.006246904774432597,0.032103250673391086,400,400
MEDNG,RF,WTFA_A,Age,50-64,AUROC,0.7648165916404319,0.7151319241720397,0.8064899727073258,400,400
MEDNG,RF,WTFA_A,Age,50-64,AUPRC,0.2924579961432464,0.21971008008538717,0.39579465315295326,400,400
MEDNG,RF,WTFA_A,Age,50-64,Recall,0.5439469964205697,0.4415653138699091,0.6246022829780528,400,400
MEDNG,RF,WTFA_A,Age,50-64,FNR,0.45605300357943024,0.3753977170219471,0.5584346861300907,400,400
MEDNG,RF,WTFA_A,Age,50-64,FPR,0.15757991926747683,0.13669742914500888,0.17751391803629935,400,400
MEDNG,RF,WTFA_A,Age,50-64,Brier,0.07124308616931103,0.060871194809493344,0.08486675190862622,400,400
MEDNG,RF,WTFA_A,Age,50-64,Calibration_abs_error,0.009132051568504135,0.0004594490683117348,0.026096284493955395,400,400
MEDNG,RF,Unweighted,Age,65-74,AUROC,0.7486099563500312,0.6552039068977508,0.8456566729981804,400,400
MEDNG,RF,Unweighted,Age,65-74,AUPRC,0.12221735163108825,0.06843545180550108,0.23069869329317322,400,400
MEDNG,RF,Unweighted,Age,65-74,Recall,0.3235294117647059,0.16666666666666666,0.4828325123152709,400,400
MEDNG,RF,Unweighted,Age,65-74,FNR,0.6764705882352942,0.5171674876847291,0.8333333333333334,400,400
MEDNG,RF,Unweighted,Age,65-74,FPR,0.053886925795053005,0.03931415286253996,0.06780093025934938,400,400
MEDNG,RF,Unweighted,Age,65-74,Brier,0.027181485797237833,0.01989902667777961,0.03518415105291184,400,400
MEDNG,RF,Unweighted,Age,65-74,Calibration_abs_error,0.01319522222696242,0.004111632750527502,0.021683192711238697,400,400
MEDNG,RF,WTFA_A,Age,65-74,AUROC,0.7671654790310168,0.6532380140142114,0.8751898029734964,400,400
MEDNG,RF,WTFA_A,Age,65-74,AUPRC,0.14360429066896854,0.06453494975351187,0.3058659681778847,400,400
MEDNG,RF,WTFA_A,Age,65-74,Recall,0.34053507618599416,0.1638939341276268,0.5383420491740026,400,400
MEDNG,RF,WTFA_A,Age,65-74,FNR,0.6594649238140058,0.46165795082599725,0.836106065872373,400,400
MEDNG,RF,WTFA_A,Age,65-74,FPR,0.05383962541215096,0.036247089791406915,0.07019227462242066,400,400
MEDNG,RF,WTFA_A,Age,65-74,Brier,0.026809482534835605,0.016969309798418236,0.0364108792710021,400,400
MEDNG,RF,WTFA_A,Age,65-74,Calibration_abs_error,0.013230023229370811,0.002396102872934767,0.024817257550779553,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,Hispanic,AUROC,0.8011680689276317,0.7515598174680768,0.8505585844080373,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,Hispanic,AUPRC,0.348834546819538,0.25834692808768245,0.4569471329407853,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,Hispanic,Recall,0.5061728395061729,0.39498248248248247,0.6279235880398671,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,Hispanic,FNR,0.49382716049382713,0.3720764119601329,0.6050175175175174,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,Hispanic,FPR,0.12295081967213115,0.10045008811663005,0.14240735404492574,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,Hispanic,Brier,0.06809398775578866,0.05638894702254564,0.08176206010063253,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,Hispanic,Calibration_abs_error,0.012843549951293415,0.0009199497988744352,0.027769433210507972,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,Hispanic,AUROC,0.8030371023096324,0.7490844235169057,0.8535322857056512,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,Hispanic,AUPRC,0.3819069557770443,0.27343512731529596,0.5047223002850142,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,Hispanic,Recall,0.5438769583375356,0.42225450925846847,0.676685495228195,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,Hispanic,FNR,0.4561230416624643,0.32331450477180507,0.5777454907415316,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,Hispanic,FPR,0.12927137892476395,0.09962694965665869,0.15911113196479817,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,Hispanic,Brier,0.07424567165720225,0.0589193691566181,0.09025386664870565,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,Hispanic,Calibration_abs_error,0.004926587489780573,0.0005667210778638359,0.026263602791153726,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH White,AUROC,0.8148838648556432,0.7918921284729799,0.8392195326450579,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH White,AUPRC,0.29920391206450037,0.2532454786181873,0.34854507831847836,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH White,Recall,0.37050359712230213,0.31396121412570516,0.42270662240083867,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH White,FNR,0.6294964028776978,0.5772933775991612,0.6860387858742948,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH White,FPR,0.05020181634712412,0.043505235961221876,0.05650123571281747,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH White,Brier,0.0533074153967431,0.04789473865710559,0.05885510914497032,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH White,Calibration_abs_error,0.0043385028288045815,0.00030523809761716527,0.01019091130964158,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH White,AUROC,0.8131040114137804,0.7862223965775855,0.8411332301982123,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH White,AUPRC,0.3039045638500475,0.24387103426352655,0.368830712899859,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH White,Recall,0.3885157850721412,0.3199836102639304,0.455513174465034,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH White,FNR,0.6114842149278589,0.544486825534966,0.6800163897360694,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH White,FPR,0.057310435493898,0.04916614793200471,0.06617278933323115,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH White,Brier,0.05479506366071936,0.048181380726030995,0.061316084720535485,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH White,Calibration_abs_error,0.002571047454330011,0.00016397167302911503,0.01078528736276137,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH Black,AUROC,0.7326853400222966,0.64419732266583,0.8029984999472576,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH Black,AUPRC,0.24110183417759581,0.15473767845425482,0.37662578547817044,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH Black,Recall,0.3695652173913043,0.24527339237581824,0.5250328947368421,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH Black,FNR,0.6304347826086957,0.4749671052631579,0.7547266076241818,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH Black,FPR,0.08012820512820513,0.062482215447154474,0.0993998294789949,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH Black,Brier,0.059187051124658496,0.04504283934565657,0.07261154943213785,400,400
MEDNG,XGBoost,Unweighted,Race_ethnicity,NH Black,Calibration_abs_error,0.007851126553045942,0.0003599139507974647,0.02597120793839978,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH Black,AUROC,0.7342526392026575,0.6388201944448808,0.8195562394892902,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH Black,AUPRC,0.22951616960198787,0.13389483875959718,0.40959449456365793,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH Black,Recall,0.42642696982024225,0.2666438950500795,0.596664511530403,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH Black,FNR,0.5735730301797576,0.4033354884695969,0.7333561049499204,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH Black,FPR,0.10559762196642364,0.07684148965845902,0.13883865789967526,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH Black,Brier,0.055174088446130344,0.04149126070444876,0.06926261643937877,400,400
MEDNG,XGBoost,WTFA_A,Race_ethnicity,NH Black,Calibration_abs_error,0.022240781473205726,0.0026581127413920947,0.04084900666281039,400,400
MEDNG,XGBoost,Unweighted,Poverty,<100% FPL,AUROC,0.740083063209076,0.6838499093711707,0.7974773762307948,400,400
MEDNG,XGBoost,Unweighted,Poverty,<100% FPL,AUPRC,0.3360523975883999,0.24935748307570957,0.43265692991769195,400,400
MEDNG,XGBoost,Unweighted,Poverty,<100% FPL,Recall,0.425,0.32422903672903675,0.5286147186147185,400,400
MEDNG,XGBoost,Unweighted,Poverty,<100% FPL,FNR,0.575,0.47138528138528135,0.6757709632709632,400,400
MEDNG,XGBoost,Unweighted,Poverty,<100% FPL,FPR,0.11345218800648298,0.08854046340051429,0.13566053789025886,400,400
MEDNG,XGBoost,Unweighted,Poverty,<100% FPL,Brier,0.09109154228301768,0.07530545362838452,0.10779707226049648,400,400
MEDNG,XGBoost,Unweighted,Poverty,<100% FPL,Calibration_abs_error,0.015463554635917878,0.000520383720200144,0.036394880938542894,400,400
MEDNG,XGBoost,WTFA_A,Poverty,<100% FPL,AUROC,0.7533437378878445,0.6825425902659553,0.8108369314725704,400,400
