Outcome,Model,Selected_probability,Locked_threshold,Split,Equity_domain,Axis,Group,Group_order,N,Positive_N,Negative_N,Eligible_for_comparison,Exclusion_reason,Evaluation_weighting,Weighted_denominator,Observed_prevalence,Mean_predicted_probability,Calibration_signed_error,Calibration_abs_error,Calibration_intercept,Calibration_slope,ECE_5bin,Predicted_positive_rate,AUROC,AUPRC,Recall,FNR,FPR,Specificity,Precision,F1,Brier
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Race/ethnicity,Race_ethnicity,NH Black,3,670,46,624,True,,Unweighted,670.0,0.06865671641791045,0.07650784297095639,0.007851126553045942,0.007851126553045942,-0.6350590343472112,0.7558277069676246,0.02037897407244057,0.1,0.7326853400222966,0.24110183417759581,0.3695652173913043,0.6304347826086957,0.08012820512820513,0.9198717948717948,0.2537313432835821,0.3008849557522124,0.059187051124658496
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Race/ethnicity,Race_ethnicity,NH Black,3,670,46,624,True,,WTFA_A,6129295.214,0.06195130855056251,0.08419209002376823,0.022240781473205726,0.022240781473205726,-0.8134621839050123,0.7708827178913382,0.02854110242385754,0.12547341988739133,0.7342526392026575,0.22951616960198787,0.42642696982024225,0.5735730301797576,0.10559762196642364,0.8944023780335763,0.210544263520707,0.2819020627831477,0.055174088446130344
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Income/poverty,Poverty,<100% FPL,1,697,80,617,True,,Unweighted,697.0,0.11477761836441894,0.09931406372850106,-0.015463554635917878,0.015463554635917878,-0.26624158380039936,0.7556101644081218,0.019652464014339063,0.1492109038737446,0.740083063209076,0.3360523975883999,0.425,0.575,0.11345218800648298,0.8865478119935171,0.3269230769230769,0.3695652173913044,0.09109154228301768
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Income/poverty,Poverty,<100% FPL,1,697,80,617,True,,WTFA_A,5201217.494,0.11443945608631761,0.1030922127726911,-0.01134724331362652,0.01134724331362652,-0.19242858996930412,0.8162597126362839,0.020242164049528347,0.16336361841822258,0.7533437378878445,0.3594451641682524,0.49490979202820157,0.5050902079717986,0.12051848034585144,0.8794815196541484,0.34669412908389813,0.40775076022835244,0.08901833952738797
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Income/poverty,Poverty,100-199% FPL,2,1156,121,1035,True,,Unweighted,1156.0,0.1046712802768166,0.09960550945491858,-0.005065770821898019,0.005065770821898019,-0.22627757542575433,0.8341731652911012,0.015703775131552095,0.16003460207612458,0.7834231644508325,0.3212336721167626,0.49586776859504134,0.5041322314049587,0.12077294685990338,0.8792270531400966,0.32432432432432434,0.39215686274509803,0.08247190538915587
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Income/poverty,Poverty,100-199% FPL,2,1156,121,1035,True,,WTFA_A,8601421.037999999,0.11857618927083152,0.1105994704819459,-0.007976718788885617,0.007976718788885617,-0.06091430947532032,0.9074564123755959,0.012368838517048399,0.1916758609671957,0.7816151270977241,0.38120103801738225,0.5507749766257276,0.4492250233742722,0.14336697234063472,0.856633027659365,0.34072520944714757,0.42100477868819747,0.0885989336595216
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Income/poverty,Poverty,>=200% FPL,3,4564,237,4327,True,,Unweighted,4564.0,0.051928133216476775,0.055616256843950954,0.0036881236274741783,0.0036881236274741783,-0.004341721894148039,1.0346120563163137,0.00914334460758191,0.057843996494303246,0.8188628170285881,0.2903630127324821,0.34177215189873417,0.6582278481012658,0.042292581465218394,0.9577074185347816,0.3068181818181818,0.32335329341317365,0.042900173205936226
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Income/poverty,Poverty,>=200% FPL,3,4564,237,4327,True,,WTFA_A,36447248.961,0.053208068627487205,0.0606462651693236,0.007438196541836396,0.007438196541836396,-0.07443865934840599,1.0382352664168184,0.011484861167137138,0.06903919425283725,0.8162189206129384,0.27446271935457384,0.3611261079689071,0.638873892031093,0.05262441500174448,0.9473755849982554,0.27831759834302094,0.31435996656706433,0.044557154369939796
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Insurance,Insurance,Uninsured,1,471,122,349,True,,Unweighted,471.0,0.25902335456475584,0.2358596894747702,-0.02316366508998563,0.02316366508998563,0.13133321249067753,0.9873368224777608,0.029202836045635484,0.5138004246284501,0.7304946216355865,0.5123668475508246,0.7622950819672131,0.23770491803278687,0.4269340974212034,0.5730659025787965,0.384297520661157,0.510989010989011,0.16594752253313683
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Insurance,Insurance,Uninsured,1,471,122,349,True,,WTFA_A,4739806.264,0.2565312791864777,0.22808613077014755,-0.028445148416330168,0.028445148416330168,0.2047622878171146,1.0239356248019875,0.02955047314487561,0.4988658000558311,0.7344926358140621,0.5045049349512767,0.7474875767056445,0.2525124232943555,0.41307972646311497,0.586920273536885,0.38437981558735634,0.5076904571053826,0.16490593025528733
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Insurance,Insurance,Insured,2,5927,314,5613,True,,Unweighted,5927.0,0.05297789775603172,0.054767758366961385,0.0017898606109296653,0.0017898606109296653,-0.27128429643085955,0.9024977155925619,0.006845501158673236,0.05162814239919015,0.7793790234453458,0.20780592725919605,0.25796178343949044,0.7420382165605095,0.04008551576696953,0.9599144842330305,0.2647058823529412,0.26129032258064516,0.046398076386630877
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Insurance,Insurance,Insured,2,5927,314,5613,True,,WTFA_A,45336881.842,0.050953311986709264,0.05724785788859465,0.006294545901885384,0.006294545901885384,-0.34234396059693184,0.9123046781035533,0.011077459174172242,0.057648423972086374,0.7722906124725404,0.1996192611848135,0.2785514962411532,0.7214485037588465,0.04578837187737771,0.9542116281226225,0.24620137576029016,0.26137927109609255,0.0450551899355811
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Sex,Male,1,2958,179,2779,True,,Unweighted,2958.0,0.06051386071670047,0.05948275830251926,-0.0010311024141812092,0.0010311024141812092,-0.0651539786254459,0.9614661585929327,0.002856414855245002,0.06997971602434078,0.8002848579027463,0.2942659129152487,0.36312849162011174,0.6368715083798883,0.05109751709247931,0.9489024829075207,0.3140096618357488,0.3367875647668394,0.04967236186058559
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Sex,Male,1,2958,179,2779,True,,WTFA_A,24662417.391999997,0.060919929223457216,0.06460612543269144,0.003686196209234223,0.003686196209234223,0.0827534845895045,1.0731623284244831,0.004204432901410691,0.08440472411578105,0.8175033115432552,0.32513856192347923,0.43747780541217474,0.5625221945878252,0.06150019468039657,0.9384998053196034,0.31575385408504814,0.36678039589511496,0.048834284405955275
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Sex,Female,2,3458,259,3199,True,,Unweighted,3458.0,0.07489878542510121,0.0757925537532476,0.0008937683281463882,0.0008937683281463882,-0.09872060821793704,0.9577772483635042,0.011668236648221919,0.10005783689994216,0.8113503133821984,0.31160450706279624,0.4247104247104247,0.5752895752895753,0.07377305407939981,0.9262269459206002,0.3179190751445087,0.36363636363636365,0.06005464584145387
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Sex,Female,2,3458,259,3199,True,,WTFA_A,25582858.346,0.08021008459052192,0.08223616304589838,0.0020260784553764594,0.0020260784553764594,-0.1479270500279898,0.9397668250451836,0.018590069562690808,0.11464859079980771,0.7967604633362788,0.3108699640291175,0.4382923700970077,0.5617076299029922,0.08642530363420775,0.9135746963657922,0.3066367221403326,0.3608304121994048,0.06428444333756432
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Age,18-34,1,1295,114,1181,True,,Unweighted,1295.0,0.08803088803088803,0.09214030189177158,0.004109413860883551,0.004109413860883551,-0.10824023067608801,0.9733220006639814,0.0055018623771225066,0.12818532818532818,0.7928012240593015,0.3399746266812569,0.4649122807017544,0.5350877192982456,0.09568162574089754,0.9043183742591024,0.3192771084337349,0.3785714285714285,0.06887437409200635
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Age,18-34,1,1295,114,1181,True,,WTFA_A,14117624.929,0.08234558247910229,0.08493372777248581,0.002588145293383526,0.002588145293383526,0.004502190885190647,1.023334286044836,0.0029623513838150364,0.11804078330320401,0.8067276385094423,0.3337976065028756,0.4613790251674863,0.5386209748325139,0.0872313773069414,0.9127686226930585,0.321859305808468,0.3791927102698292,0.06424085299516191
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Age,35-49,2,1422,131,1291,True,,Unweighted,1422.0,0.09212376933895922,0.0973326932369049,0.00520892389794568,0.00520892389794568,-0.07763454654278114,0.9963754555453849,0.01863521883858868,0.14627285513361463,0.7801810538017161,0.3716927901676509,0.5190839694656488,0.48091603053435117,0.10844306738962045,0.8915569326103796,0.3269230769230769,0.4011799410029499,0.07112434385992451
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Age,35-49,2,1422,131,1291,True,,WTFA_A,12564871.543,0.09079530054054291,0.0990929910385128,0.008297690497969884,0.008297690497969884,-0.06390391574167785,1.0270644389715642,0.02261368896020504,0.15824395762388097,0.7847390217742152,0.38126311084984066,0.5347607445703225,0.4652392554296774,0.1206441136616951,0.879355886338305,0.30682854024638956,0.3899285829745778,0.07003616611587846
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Age,50-64,3,1524,146,1378,True,,Unweighted,1524.0,0.09580052493438321,0.08499402322304091,-0.0108065017113423,0.0108065017113423,-0.13312435526883026,0.8617850355866103,0.013391087603818852,0.1062992125984252,0.7519807344374416,0.2930922307397574,0.3561643835616438,0.6438356164383562,0.07982583454281568,0.9201741654571843,0.32098765432098764,0.33766233766233766,0.0784345657834424
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Age,50-64,3,1524,146,1378,True,,WTFA_A,11722892.652,0.08642849338274397,0.08333417163368832,-0.003094321749055648,0.003094321749055648,-0.19724661564755194,0.8814448148312761,0.011390493082677405,0.10736238191051552,0.7480314993466949,0.2786040790800836,0.3961948236955495,0.6038051763044504,0.08003736947008477,0.9199626305299152,0.3189433867682695,0.353396635896605,0.07139179248936817
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Age,65-74,4,1166,34,1132,True,,Unweighted,1166.0,0.029159519725557463,0.03005597672030237,0.0008964569947449083,0.0008964569947449083,-0.2346013685650209,0.9346097107788911,0.004787086486903469,0.012006861063464836,0.7641342756183745,0.11200111606975516,0.058823529411764705,0.9411764705882353,0.01060070671378092,0.9893992932862191,0.14285714285714285,0.08333333333333333,0.027629570469524103
MEDNG,XGBoost,Raw,0.1849999999999999,locked_test,Demographic (sex/age),Age,65-74,4,1166,34,1132,True,,WTFA_A,6372953.367000001,0.0290827058236028,0.02935613734459885,0.00027343152099604945,0.00027343152099604945,0.10708124124650323,1.0386805897547822,0.007789541848159461,0.012977944798446536,0.7979739059032451,0.12551196596828837,0.04748458757982671,0.9525154124201732,0.011944338180261508,0.9880556618197384,0.10640978315029567,0.06566614026722907,0.02725757571442685
MEDDL,LR,Platt,0.1599999999999999,locked_test,Race/ethnicity,Race_ethnicity,Hispanic,1,935,92,843,True,,Unweighted,935.0,0.09839572192513368,0.10385052195681461,0.005454800031680931,0.005454800031680931,-0.296076005033746,0.875904179350631,0.00892878098288932,0.17967914438502675,0.7445974521635981,0.3038338702761332,0.4782608695652174,0.5217391304347826,0.14709371293001186,0.8529062870699882,0.2619047619047619,0.3384615384615384,0.0797064788096865
MEDDL,LR,Platt,0.1599999999999999,locked_test,Race/ethnicity,Race_ethnicity,Hispanic,1,935,92,843,True,,WTFA_A,9079677.384,0.10824782196908948,0.10934437965190642,0.0010965576828169399,0.0010965576828169399,-0.4321405568815641,0.7698138569344554,0.013847429214339521,0.19733575403872522,0.7242455218090785,0.2756984369295851,0.47706949285711797,0.5229305071428821,0.16337949499686447,0.8366205050031355,0.2616947637352474,0.33798762488701595,0.08895385104920103
MEDDL,LR,Platt,0.1599999999999999,locked_test,Race/ethnicity,Race_ethnicity,NH White,2,4243,339,3904,True,,Unweighted,4243.0,0.07989629978788593,0.07932288726101214,-0.00057341252687379,0.00057341252687379,0.3499716280015903,1.1610358766927689,0.016301441043448002,0.09309450860240395,0.7977741609845737,0.33006636617089824,0.40412979351032446,0.5958702064896755,0.06608606557377049,0.9339139344262295,0.3468354430379747,0.37329700272479566,0.06355511543939432
MEDDL,LR,Platt,0.1599999999999999,locked_test,Race/ethnicity,Race_ethnicity,NH White,2,4243,339,3904,True,,WTFA_A,30287641.996999998,0.08698845738010788,0.08428955254923005,-0.002698904830877827,0.002698904830877827,0.44162320309862685,1.1950788411424162,0.017406520894611883,0.1042843880785719,0.7983379771293329,0.365072729691015,0.43786378750499944,0.5621362124950007,0.07250214216454794,0.9274978578354521,0.3652425460748109,0.39826976303230194,0.06713961416902021
MEDDL,LR,Platt,0.1599999999999999,locked_test,Race/ethnicity,Race_ethnicity,NH Black,3,671,56,615,True,,Unweighted,671.0,0.08345752608047691,0.08000391847854015,-0.0034536076019367618,0.0034536076019367618,-0.004766617614251251,0.9725143601247329,0.027311260386753293,0.11475409836065574,0.7509872241579559,0.3344904545349702,0.5178571428571429,0.48214285714285715,0.07804878048780488,0.9219512195121952,0.37662337662337664,0.4360902255639098,0.0659628001626879
MEDDL,LR,Platt,0.1599999999999999,locked_test,Race/ethnicity,Race_ethnicity,NH Black,3,671,56,615,True,,WTFA_A,6134871.62,0.09349472727841694,0.08956896888168035,-0.0039257583967365894,0.0039257583967365894,0.11239408068505218,1.0291706266156475,0.027197965026442998,0.14346216278279675,0.776454965451623,0.3876276767421246,0.6029117071543115,0.3970882928456886,0.09607566527215193,0.9039243347278481,0.39291939100834905,0.4757748603030295,0.07109730996047242
MEDDL,LR,Platt,0.1599999999999999,locked_test,Income/poverty,Poverty,<100% FPL,1,697,82,615,True,,Unweighted,697.0,0.11764705882352941,0.10039410535269895,-0.01725295347083046,0.01725295347083046,-0.290375779344988,0.7452360542067069,0.017252953470830456,0.1678622668579627,0.7197303192544121,0.2961033718852336,0.43902439024390244,0.5609756097560976,0.13170731707317074,0.8682926829268293,0.3076923076923077,0.36180904522613067,0.0951619907264517
MEDDL,LR,Platt,0.1599999999999999,locked_test,Income/poverty,Poverty,<100% FPL,1,697,82,615,True,,WTFA_A,5201217.494,0.13376939530073803,0.1089437376563638,-0.024825657644374235,0.024825657644374235,-0.1153201474826491,0.791083732502602,0.031109319973451097,0.19835122953233686,0.7395879627872015,0.3408701228515765,0.5408713960263284,0.4591286039736718,0.14545686710546704,0.8545431328945328,0.36476728554945764,0.4356973591644443,0.10382501226991112
MEDDL,LR,Platt,0.1599999999999999,locked_test,Income/poverty,Poverty,100-199% FPL,2,1155,129,1026,True,,Unweighted,1155.0,0.11168831168831168,0.10998507341775543,-0.0017032382705562538,0.0017032382705562538,-0.09577718307953366,0.9334066213082055,0.012590464932246194,0.18961038961038962,0.7922541064115931,0.35903965745606503,0.5426356589147286,0.4573643410852713,0.145224171539961,0.854775828460039,0.319634703196347,0.40229885057471265,0.08642014117053065
MEDDL,LR,Platt,0.1599999999999999,locked_test,Income/poverty,Poverty,100-199% FPL,2,1155,129,1026,True,,WTFA_A,8595083.399,0.12813343895280102,0.12237952805336963,-0.0057539108994313914,0.0057539108994313914,-0.03858508012194888,0.9377350577234127,0.011294136000468606,0.21667914754808304,0.787008561350326,0.43084641735267504,0.5859655829669782,0.4140344170330216,0.1624071487779835,0.8375928512220165,0.346511356091063,0.43549329805772197,0.09362077386317354
MEDDL,LR,Platt,0.1599999999999999,locked_test,Income/poverty,Poverty,>=200% FPL,3,4567,312,4255,True,,Unweighted,4567.0,0.06831618130063499,0.07170287649621207,0.0033866951955770774,0.0033866951955770774,0.41810946123889164,1.2162644718891058,0.012780147788273907,0.07707466608276768,0.7874623369188587,0.3145873362237593,0.3782051282051282,0.6217948717948718,0.05499412455934195,0.9450058754406581,0.3352272727272727,0.3554216867469879,0.05518614254675239
MEDDL,LR,Platt,0.1599999999999999,locked_test,Income/poverty,Poverty,>=200% FPL,3,4567,312,4255,True,,WTFA_A,36473883.169,0.07311589338166748,0.07621323689615679,0.0030973435144893147,0.0030973435144893147,0.30265642831562767,1.164506590592978,0.012303146560774515,0.09104036739423049,0.7774068480606393,0.30560406674681334,0.39506841988854274,0.6049315801114571,0.06705756036098443,0.9329424396390157,0.3172854118871352,0.35193029288683275,0.05930160711410606
MEDDL,LR,Platt,0.1599999999999999,locked_test,Insurance,Insurance,Uninsured,1,472,134,338,True,,Unweighted,472.0,0.2838983050847458,0.2500841796042504,-0.033814125480495394,0.033814125480495394,0.17795857958930833,0.9761210301139158,0.038079406752821496,0.6313559322033898,0.7231740704760222,0.5308032347873329,0.835820895522388,0.16417910447761194,0.5502958579881657,0.44970414201183434,0.37583892617449666,0.5185185185185185,0.17663814079149626
MEDDL,LR,Platt,0.1599999999999999,locked_test,Insurance,Insurance,Uninsured,1,472,134,338,True,,WTFA_A,4745382.67,0.2767269721579693,0.2507103785652861,-0.026016593592683213,0.026016593592683213,0.14846197712043013,0.9908491221547034,0.03410903873500036,0.6295860778283662,0.7341996167687846,0.5292619112411991,0.8437239462161162,0.15627605378388384,0.547656126534446,0.4523438734655541,0.37084869122091574,0.5152329495356586,0.17262407996303494
MEDDL,LR,Platt,0.1599999999999999,locked_test,Insurance,Insurance,Insured,2,5928,387,5541,True,,Unweighted,5928.0,0.0652834008097166,0.06818685280297777,0.002903451993261169,0.002903451993261169,0.04848822653404852,1.0429169447749211,0.006391885205837876,0.06511470985155196,0.7517554131359044,0.22368472465266298,0.2868217054263566,0.7131782945736435,0.0496300306803826,0.9503699693196174,0.28756476683937826,0.28719275549805956,0.056202383348555575
MEDDL,LR,Platt,0.1599999999999999,locked_test,Insurance,Insurance,Insured,2,5928,387,5541,True,,WTFA_A,45351602.004999995,0.06884571316038124,0.07036370120893133,0.0015179880485500924,0.0015179880485500924,0.08445342409781885,1.0481144620152272,0.007066182730835147,0.0705218571473482,0.7437095069952036,0.23668441561345155,0.30841794265118855,0.6915820573488114,0.05293280032179993,0.9470671996782002,0.30108755033087015,0.3047086659600181,0.05869161198833674
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Sex,Male,1,2958,195,2763,True,,Unweighted,2958.0,0.06592292089249494,0.07269223300226672,0.006769312109771788,0.006769312109771788,-0.02199638631120553,1.0434043308856795,0.009040011733434565,0.08755916159567276,0.7714292342956839,0.2759609925844164,0.4,0.6,0.06550850524791893,0.934491494752081,0.30115830115830117,0.3436123348017622,0.05477404322440593
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Sex,Male,1,2958,195,2763,True,,WTFA_A,24662417.391999997,0.0725108881086445,0.07880340057475445,0.006292512466109942,0.006292512466109942,0.010893281940575301,1.0530582743035084,0.01043789932555064,0.10595416732536665,0.768702352549719,0.3028940702234339,0.45816109159352497,0.5418389084064749,0.0784187099822406,0.9215812900177593,0.31354753179508843,0.3723044555415106,0.05887606704988931
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Sex,Female,2,3460,328,3132,True,,Unweighted,3460.0,0.09479768786127167,0.0893641737592048,-0.005433514102066869,0.005433514102066869,0.22047301659125476,1.0732677089286695,0.010332624767785285,0.12369942196531791,0.787722331246301,0.34298947398598123,0.4451219512195122,0.5548780487804879,0.09003831417624521,0.9099616858237548,0.3411214953271028,0.3862433862433862,0.074015535314088
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Sex,Female,2,3460,328,3132,True,,WTFA_A,25603154.915,0.1045030617079325,0.0958341245581634,-0.008668937149769101,0.008668937149769101,0.19972182171123895,1.0455979287896724,0.015105696312095152,0.14048820588484104,0.7825509775559489,0.36444388330520083,0.4693896906376436,0.5306103093623564,0.10210592819385633,0.8978940718061436,0.3491585610110342,0.4004441487874477,0.08027676484176365
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Age,18-34,1,1296,163,1133,True,,Unweighted,1296.0,0.1257716049382716,0.12694571581558198,0.0011741108773103692,0.0011741108773103692,0.08920570577321563,1.0622743430767478,0.01445519058541515,0.22067901234567902,0.7893804926385783,0.3997478702372874,0.588957055214724,0.4110429447852761,0.1676963812886143,0.8323036187113857,0.3356643356643357,0.42761692650334077,0.09261914316191441
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Age,18-34,1,1296,163,1133,True,,WTFA_A,14130183.015999999,0.11442660205951857,0.12257531598449238,0.008148713924973808,0.008148713924973808,0.1463191713659234,1.146246976672654,0.01698491094479851,0.20916915100485914,0.8103323160415576,0.41474544965743015,0.6154193185945822,0.38458068140541773,0.15667680381883153,0.8433231961811685,0.3366669565290076,0.43523649987181734,0.08348868401414804
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Age,35-49,2,1424,142,1282,True,,Unweighted,1424.0,0.0997191011235955,0.10101143201371451,0.0012923308901190145,0.0012923308901190145,0.06115770208479483,1.0409649040646356,0.006692441347582403,0.15098314606741572,0.7572949396849114,0.3339308883516338,0.4788732394366197,0.5211267605633803,0.11466458658346333,0.8853354134165367,0.31627906976744186,0.38095238095238093,0.07852002691004
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Age,35-49,2,1424,142,1282,True,,WTFA_A,12578947.664,0.10230095206476088,0.10098246702989888,-0.0013184850348619964,0.0013184850348619964,0.11564425201068967,1.0524682599018997,0.010600672392294307,0.15597760793736296,0.7616392471747371,0.3482397403291424,0.4860843839557336,0.5139156160442663,0.11835894548319013,0.88164105451681,0.3188079104434882,0.3850640584497252,0.07995756570233585
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Age,50-64,3,1524,171,1353,True,,Unweighted,1524.0,0.11220472440944881,0.08013389260176648,-0.03207083180768233,0.03207083180768233,0.12738493968545697,0.8717742513471171,0.032070831807682346,0.10039370078740158,0.7189632741622471,0.294525538115246,0.3216374269005848,0.6783625730994152,0.07243163340724317,0.9275683665927569,0.35947712418300654,0.3395061728395061,0.09202832307421195
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Age,50-64,3,1524,171,1353,True,,WTFA_A,11722892.652,0.11071494762673358,0.07692512506738403,-0.03378982255934955,0.03378982255934955,0.03646275229790285,0.8225326344171442,0.03378982255934955,0.0929437009571279,0.6960119617954448,0.28491941316950575,0.31632506837513513,0.6836749316248649,0.06513298230345149,0.9348670176965487,0.3768078204065765,0.3439275829600221,0.0915880571343569
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Age,65-74,4,1165,31,1134,True,,Unweighted,1165.0,0.026609442060085836,0.04861212168155701,0.022002679621471177,0.022002679621471177,0.10539532079035954,1.2862882918949916,0.022002679621471177,0.02317596566523605,0.7801388177732264,0.11075297956207196,0.12903225806451613,0.8709677419354839,0.020282186948853614,0.9797178130511464,0.14814814814814814,0.13793103448275862,0.02568517621001297
MEDDL,LR,Platt,0.1599999999999999,locked_test,Demographic (sex/age),Age,65-74,4,1165,31,1134,True,,WTFA_A,6366615.728,0.030266018122085098,0.046437204544920764,0.016171186422835666,0.016171186422835666,0.9215965642798547,1.5260880983765113,0.016171186422835673,0.0246023301376797,0.8008404772722788,0.17907111507173143,0.20999444985050683,0.7900055501494931,0.018816123446176333,0.9811838765538238,0.25833714892633947,0.2316707546807415,0.02772024143314843
MEDDL,RF,Platt,0.0799999999999999,locked_test,Race/ethnicity,Race_ethnicity,Hispanic,1,935,92,843,True,,Unweighted,935.0,0.09839572192513368,0.11789213277630654,0.01949641085117286,0.01949641085117286,-0.23690343196319477,0.9944345964927275,0.019534349968561016,0.4213903743315508,0.754977048842127,0.31284724975880074,0.75,0.25,0.38552787663107946,0.6144721233689205,0.1751269035532995,0.2839506172839506,0.07932837878228696
MEDDL,RF,Platt,0.0799999999999999,locked_test,Race/ethnicity,Race_ethnicity,Hispanic,1,935,92,843,True,,WTFA_A,9079677.384,0.10824782196908948,0.12403165238704679,0.015783830417957306,0.015783830417957306,-0.2568478653355076,0.9479766251481261,0.020852888274639193,0.4535904062249444,0.7393443837257334,0.32459299202266906,0.7364746644430012,0.2635253355569988,0.4192517126104671,0.5807482873895329,0.17575719694969763,0.28378908504545036,0.08611056719213415
MEDDL,RF,Platt,0.0799999999999999,locked_test,Race/ethnicity,Race_ethnicity,NH White,2,4243,339,3904,True,,Unweighted,4243.0,0.07989629978788593,0.072480675387562,-0.0074156244003239224,0.0074156244003239224,0.4446238169246943,1.1512160566287388,0.015528218041672598,0.22224840914447325,0.8122053169882489,0.3273419129459667,0.6430678466076696,0.35693215339233036,0.18570696721311475,0.8142930327868853,0.23117709437963946,0.3400936037441498,0.0635108869677605
MEDDL,RF,Platt,0.0799999999999999,locked_test,Race/ethnicity,Race_ethnicity,NH White,2,4243,339,3904,True,,WTFA_A,30287641.996999998,0.08698845738010788,0.07779438923965006,-0.009194068140457826,0.009194068140457826,0.545898157349846,1.194036714785566,0.020429800146849558,0.2364690634453949,0.8150886505975632,0.36801080685601706,0.6607656893183217,0.33923431068167836,0.1960436063363201,0.80395639366368,0.24307191463452216,0.35540362676873977,0.06739075308251123
MEDDL,RF,Platt,0.0799999999999999,locked_test,Race/ethnicity,Race_ethnicity,NH Black,3,671,56,615,True,,Unweighted,671.0,0.08345752608047691,0.08926984204653014,0.005812315966053236,0.005812315966053236,0.08449182400114329,1.085819387093193,0.014737351381027277,0.338301043219076,0.7740998838559815,0.3245253667582713,0.7678571428571429,0.23214285714285715,0.2991869918699187,0.7008130081300813,0.1894273127753304,0.303886925795053,0.06673810606104627
MEDDL,RF,Platt,0.0799999999999999,locked_test,Race/ethnicity,Race_ethnicity,NH Black,3,671,56,615,True,,WTFA_A,6134871.62,0.09349472727841694,0.0979009267962305,0.0044061995178135555,0.0044061995178135555,0.1749293642656323,1.125681958833836,0.022857902155187737,0.36715476973583344,0.7881822414020678,0.33906954123263694,0.8153448833700255,0.1846551166299747,0.3209295422561238,0.6790704577438762,0.207624832338092,0.3309694160207668,0.07353971782967791
MEDDL,RF,Platt,0.0799999999999999,locked_test,Income/poverty,Poverty,<100% FPL,1,697,82,615,True,,Unweighted,697.0,0.11764705882352941,0.1229705424900394,0.00532348366650999,0.00532348366650999,-0.25008713789031456,0.8834686422594719,0.01745319380010365,0.5021520803443329,0.7347213959944476,0.3122183335125058,0.7682926829268293,0.23170731707317074,0.4666666666666667,0.5333333333333333,0.18,0.29166666666666663,0.0936597996093513
MEDDL,RF,Platt,0.0799999999999999,locked_test,Income/poverty,Poverty,<100% FPL,1,697,82,615,True,,WTFA_A,5201217.494,0.13376939530073803,0.13222428090051896,-0.0015451144002190664,0.0015451144002190664,0.01931223663928496,1.0025971785379726,0.013151502502357982,0.5245449139835566,0.7585297036801841,0.3733533021483279,0.8253099598600943,0.1746900401399056,0.47809866965065023,0.5219013303493497,0.2104704693974442,0.3354057862913143,0.10046078753840354
MEDDL,RF,Platt,0.0799999999999999,locked_test,Income/poverty,Poverty,100-199% FPL,2,1155,129,1026,True,,Unweighted,1155.0,0.11168831168831168,0.11322026441527511,0.001531952726963423,0.001531952726963423,0.07653739901820529,1.0569992062334708,0.0073735322635582815,0.4121212121212121,0.7989860525560238,0.3631259144425066,0.8062015503875969,0.1937984496124031,0.36257309941520466,0.6374269005847953,0.2184873949579832,0.343801652892562,0.08484135337747706
