Outcome,Model,Evaluation_weighting,Axis,Metric,Point_estimate,CI95_lower,CI95_upper,Valid_replicates,Requested_replicates
MEDDL,LR,WTFA_A,Poverty,FNR,0.19089716307843552,0.09929587700589951,0.3189615078019043,400,400
MEDDL,LR,WTFA_A,Poverty,FPR,0.09534958841699909,0.07259924338546336,0.12809606020027012,400,400
MEDDL,LR,WTFA_A,Poverty,Brier,0.04452340515580506,0.0273073553551594,0.07087505524070714,400,400
MEDDL,LR,WTFA_A,Poverty,Calibration_abs_error,0.02172831412988492,0.0027645783842736964,0.055966256430436886,400,400
MEDDL,LR,Unweighted,Insurance,AUPRC,0.30711851013466995,0.21242021728170976,0.3935368739921441,400,400
MEDDL,LR,Unweighted,Insurance,AUROC,0.028581342659882214,0.0021688582195021236,0.08408381697587797,400,400
MEDDL,LR,Unweighted,Insurance,Recall,0.5489991900960314,0.4825227864474812,0.6240623949042474,400,400
MEDDL,LR,Unweighted,Insurance,FNR,0.5489991900960315,0.4825227864474812,0.6240623949042474,400,400
MEDDL,LR,Unweighted,Insurance,FPR,0.5006658273077831,0.44299344332947105,0.5525518227137245,400,400
MEDDL,LR,Unweighted,Insurance,Brier,0.12043575744294069,0.09980306981430435,0.14091473735153462,400,400
MEDDL,LR,Unweighted,Insurance,Calibration_abs_error,0.030910673487234225,0.002718076765284589,0.0644744294950448,400,400
MEDDL,LR,WTFA_A,Insurance,AUPRC,0.2925774956277476,0.1751820415475156,0.4008967760902189,400,400
MEDDL,LR,WTFA_A,Insurance,AUROC,0.009509890226418904,0.0010716679936481315,0.07691079555554785,400,400
MEDDL,LR,WTFA_A,Insurance,Recall,0.5353060035649277,0.4488256898713934,0.6139849039229132,400,400
MEDDL,LR,WTFA_A,Insurance,FNR,0.5353060035649275,0.44882568987139354,0.6139849039229134,400,400
MEDDL,LR,WTFA_A,Insurance,FPR,0.49472332621264603,0.4335200269678467,0.5549580761673452,400,400
MEDDL,LR,WTFA_A,Insurance,Brier,0.1139324679746982,0.08985001885670271,0.13789891233973803,400,400
MEDDL,LR,WTFA_A,Insurance,Calibration_abs_error,0.02449860554413312,0.0004886187519769209,0.06414372062975567,400,400
MEDDL,LR,Unweighted,Sex,AUPRC,0.06702848140156481,0.006464819375311145,0.14715592013895962,400,400
MEDDL,LR,Unweighted,Sex,AUROC,0.016293096950617092,0.0007716139319592587,0.06294635758558148,400,400
MEDDL,LR,Unweighted,Sex,Recall,0.04512195121951218,0.003093034297365298,0.13669793700682764,400,400
MEDDL,LR,Unweighted,Sex,FNR,0.045121951219512124,0.0030930342973652463,0.13669793700682775,400,400
MEDDL,LR,Unweighted,Sex,FPR,0.024529808928326277,0.010834932621496702,0.03837501574873841,400,400
MEDDL,LR,Unweighted,Sex,Brier,0.019241492089682066,0.010954983317331262,0.029156795958975197,400,400
MEDDL,LR,Unweighted,Sex,Calibration_abs_error,0.0013357980077049192,0.00028521348476180034,0.012064080705133392,400,400
MEDDL,LR,WTFA_A,Sex,AUPRC,0.061549813081766935,0.004359451139466062,0.16448794747480397,400,400
MEDDL,LR,WTFA_A,Sex,AUROC,0.013848625006229964,0.001279439292409901,0.07473515605283616,400,400
MEDDL,LR,WTFA_A,Sex,Recall,0.011228599044118603,0.0015142636731576746,0.13331523152700825,400,400
MEDDL,LR,WTFA_A,Sex,FNR,0.011228599044118437,0.0015142636731574595,0.13331523152700794,400,400
MEDDL,LR,WTFA_A,Sex,FPR,0.023687218211615735,0.005339244156246798,0.04231317241020227,400,400
MEDDL,LR,WTFA_A,Sex,Brier,0.021400697791874333,0.010330167652813112,0.03347505004623183,400,400
MEDDL,LR,WTFA_A,Sex,Calibration_abs_error,0.002376424683659159,0.00022862279819907823,0.017054895414573328,400,400
MEDDL,LR,Unweighted,Age,AUPRC,0.28899489067521544,0.19236673983963795,0.3735396642253316,400,400
MEDDL,LR,Unweighted,Age,AUROC,0.0704172184763312,0.03727801107527512,0.15066628955316533,400,400
MEDDL,LR,Unweighted,Age,Recall,0.45992479715020784,0.30859942856511957,0.5882778745644599,400,400
MEDDL,LR,Unweighted,Age,FNR,0.4599247971502078,0.3085994285651196,0.5882778745644598,400,400
MEDDL,LR,Unweighted,Age,FPR,0.1474141943397607,0.12434476097195127,0.16860329380905983,400,400
MEDDL,LR,Unweighted,Age,Brier,0.06693396695190144,0.05710790769141714,0.08324499056177237,400,400
MEDDL,LR,Unweighted,Age,Calibration_abs_error,0.030896720930371963,0.013507784167526144,0.04479771074538797,400,400
MEDDL,LR,WTFA_A,Age,AUPRC,0.23567433458569872,0.0916477070003821,0.3912423099852119,400,400
MEDDL,LR,WTFA_A,Age,AUROC,0.11432035424611287,0.07342507008061612,0.2167859118095272,400,400
MEDDL,LR,WTFA_A,Age,Recall,0.40542486874407535,0.23822443987403522,0.6238726881452655,400,400
MEDDL,LR,WTFA_A,Age,FNR,0.4054248687440754,0.23822443987403544,0.6238726881452655,400,400
MEDDL,LR,WTFA_A,Age,FPR,0.1378606803726552,0.1150919466745556,0.16250125902197685,400,400
MEDDL,LR,WTFA_A,Age,Brier,0.06386781570120847,0.0503214131840058,0.08189533393886024,400,400
MEDDL,LR,WTFA_A,Age,Calibration_abs_error,0.032471337524487554,0.01024005069035745,0.0511079280197987,400,400
MEDDL,RF,Unweighted,Race_ethnicity,AUPRC,0.014494663187165968,0.01226996070314488,0.16360809213525082,400,400
MEDDL,RF,Unweighted,Race_ethnicity,AUROC,0.05722826814612192,0.018336085234678477,0.1323492346674227,400,400
MEDDL,RF,Unweighted,Race_ethnicity,Recall,0.12478929624947332,0.049883864275096126,0.231072495172066,400,400
MEDDL,RF,Unweighted,Race_ethnicity,FNR,0.12478929624947321,0.04988386427509607,0.23107249517206593,400,400
MEDDL,RF,Unweighted,Race_ethnicity,FPR,0.1998209094179647,0.1658316723971119,0.23266387417300627,400,400
MEDDL,RF,Unweighted,Race_ethnicity,Brier,0.015817491814526463,0.004126541119734026,0.03253921307074425,400,400
MEDDL,RF,Unweighted,Race_ethnicity,Calibration_abs_error,0.013684094885119624,0.0036932029173140377,0.03415250968037751,400,400
MEDDL,RF,WTFA_A,Race_ethnicity,AUPRC,0.043417814833348,0.01604593008717706,0.21633694609170773,400,400
MEDDL,RF,WTFA_A,Race_ethnicity,AUROC,0.07574426687182978,0.022189477457615358,0.15399395780254152,400,400
MEDDL,RF,WTFA_A,Race_ethnicity,Recall,0.15457919405170384,0.05216661602005874,0.2581349384307147,400,400
MEDDL,RF,WTFA_A,Race_ethnicity,FNR,0.15457919405170367,0.052166616020058516,0.25813493843071467,400,400
MEDDL,RF,WTFA_A,Race_ethnicity,FPR,0.22320810627414703,0.18536463327958175,0.262587441435591,400,400
MEDDL,RF,WTFA_A,Race_ethnicity,Brier,0.018719814109622923,0.00561341253153833,0.038723607822041185,400,400
MEDDL,RF,WTFA_A,Race_ethnicity,Calibration_abs_error,0.011377630900143751,0.0027879722668413026,0.03444246705748434,400,400
MEDDL,RF,Unweighted,Poverty,AUPRC,0.06705461088516401,0.018829727040289464,0.1675088787069418,400,400
MEDDL,RF,Unweighted,Poverty,AUROC,0.0651795501021506,0.019436547555680667,0.13098258805777496,400,400
MEDDL,RF,Unweighted,Poverty,Recall,0.21325283243887894,0.14807184312329136,0.2928251154626097,400,400
MEDDL,RF,Unweighted,Poverty,FNR,0.21325283243887894,0.1480718431232914,0.2928251154626097,400,400
MEDDL,RF,Unweighted,Poverty,FPR,0.3035644339992166,0.26273473389500657,0.34437602651461835,400,400
MEDDL,RF,Unweighted,Poverty,Brier,0.03771609468931679,0.02433198340644367,0.05316731789626822,400,400
MEDDL,RF,Unweighted,Poverty,Calibration_abs_error,0.003791530939546567,0.0015965451675633879,0.024566329212409106,400,400
MEDDL,RF,WTFA_A,Poverty,AUPRC,0.1666571298917996,0.06991664327070998,0.286201476061776,400,400
MEDDL,RF,WTFA_A,Poverty,AUROC,0.038246128505447285,0.010160685421303928,0.1251814260774929,400,400
MEDDL,RF,WTFA_A,Poverty,Recall,0.20351529237314392,0.12945411085726127,0.30309809748202804,400,400
MEDDL,RF,WTFA_A,Poverty,FNR,0.203515292373144,0.12945411085726125,0.30309809748202776,400,400
MEDDL,RF,WTFA_A,Poverty,FPR,0.2885416557867161,0.23909117130917865,0.33915548179679894,400,400
MEDDL,RF,WTFA_A,Poverty,Brier,0.04033546734347959,0.02398784340607555,0.06548574344698875,400,400
MEDDL,RF,WTFA_A,Poverty,Calibration_abs_error,0.00158644932653762,0.0019039730187052622,0.034490521411092906,400,400
MEDDL,RF,Unweighted,Insurance,AUPRC,0.35257080738545515,0.2604802020613398,0.438971939358299,400,400
MEDDL,RF,Unweighted,Insurance,AUROC,0.013610262946518237,0.0006921103649651096,0.06577516009432985,400,400
MEDDL,RF,Unweighted,Insurance,Recall,0.4418604651162791,0.3982628066252009,0.4925680202478877,400,400
MEDDL,RF,Unweighted,Insurance,FNR,0.4418604651162791,0.3982628066252009,0.4925680202478877,400,400
MEDDL,RF,Unweighted,Insurance,FPR,0.8197076340010828,0.8101158761703121,0.8291337859102695,400,400
MEDDL,RF,Unweighted,Insurance,Brier,0.11712480196228608,0.09984376651360864,0.13350051540321514,400,400
MEDDL,RF,Unweighted,Insurance,Calibration_abs_error,0.012907471905016218,0.00029895652549637755,0.04476921463137763,400,400
MEDDL,RF,WTFA_A,Insurance,AUPRC,0.3381388327035941,0.22688477492779727,0.4356800626087413,400,400
MEDDL,RF,WTFA_A,Insurance,AUROC,0.0035203895680757658,0.001290414824810346,0.06734233443246201,400,400
MEDDL,RF,WTFA_A,Insurance,Recall,0.4310319630072028,0.38198468799755847,0.4936495861050212,400,400
MEDDL,RF,WTFA_A,Insurance,FNR,0.4310319630072028,0.38198468799755836,0.4936495861050212,400,400
MEDDL,RF,WTFA_A,Insurance,FPR,0.8078942429192184,0.7945577858351768,0.8213263201484776,400,400
MEDDL,RF,WTFA_A,Insurance,Brier,0.11033696745668353,0.09028553819558173,0.13024245800920842,400,400
MEDDL,RF,WTFA_A,Insurance,Calibration_abs_error,0.0077664727998011385,0.000529748954132588,0.0466254267708607,400,400
MEDDL,RF,Unweighted,Sex,AUPRC,0.05740449358273381,0.0037900133913464753,0.13844447667992715,400,400
MEDDL,RF,Unweighted,Sex,AUROC,0.01097211736210868,0.001149789071011656,0.05221005764628943,400,400
MEDDL,RF,Unweighted,Sex,Recall,0.042870544090056195,0.0020224971652202666,0.1259407395515936,400,400
MEDDL,RF,Unweighted,Sex,FNR,0.042870544090056306,0.002022497165220319,0.12594073955159354,400,400
MEDDL,RF,Unweighted,Sex,FPR,0.031802638311680204,0.010070008363086306,0.05364083914260181,400,400
MEDDL,RF,Unweighted,Sex,Brier,0.020219067476329185,0.012367266457272895,0.029899837249684563,400,400
MEDDL,RF,Unweighted,Sex,Calibration_abs_error,0.0007799185036953121,0.00027859317166364504,0.014139212444489487,400,400
MEDDL,RF,WTFA_A,Sex,AUPRC,0.04370599304999634,0.001856304022758626,0.14837228402816563,400,400
MEDDL,RF,WTFA_A,Sex,AUROC,0.008918435705123517,0.0008692902428176692,0.05841021884829672,400,400
MEDDL,RF,WTFA_A,Sex,Recall,0.05093700232249454,0.0033678842854863974,0.1489556447745807,400,400
MEDDL,RF,WTFA_A,Sex,FNR,0.050937002322494485,0.0033678842854863392,0.1489556447745806,400,400
MEDDL,RF,WTFA_A,Sex,FPR,0.03130928027829491,0.0036945665766288465,0.05897975490211766,400,400
MEDDL,RF,WTFA_A,Sex,Brier,0.02258192173259342,0.012290411886134799,0.03420513265742218,400,400
MEDDL,RF,WTFA_A,Sex,Calibration_abs_error,0.000373882588341104,0.000376260453197339,0.01883237165914798,400,400
MEDDL,RF,Unweighted,Age,AUPRC,0.28525033579665404,0.1915579747366214,0.3765755875461336,400,400
MEDDL,RF,Unweighted,Age,AUROC,0.05450573081869048,0.030381083637454384,0.1556306701702074,400,400
MEDDL,RF,Unweighted,Age,Recall,0.26459528992677617,0.10680946950400592,0.4199879570569224,400,400
MEDDL,RF,Unweighted,Age,FNR,0.26459528992677617,0.10680946950400592,0.41998795705692243,400,400
MEDDL,RF,Unweighted,Age,FPR,0.24058253335424423,0.22071196662825546,0.27301802085101023,400,400
MEDDL,RF,Unweighted,Age,Brier,0.0686772563374749,0.0589451323162867,0.08205868758858106,400,400
MEDDL,RF,Unweighted,Age,Calibration_abs_error,0.010257910439708771,0.004992896804001586,0.027908144484498493,400,400
MEDDL,RF,WTFA_A,Age,AUPRC,0.25632678926286073,0.11702523449900928,0.39632320906916385,400,400
MEDDL,RF,WTFA_A,Age,AUROC,0.07983153511848817,0.04129573983587436,0.19438643390889931,400,400
MEDDL,RF,WTFA_A,Age,Recall,0.21457920493784965,0.06819206737876544,0.4563953245068311,400,400
MEDDL,RF,WTFA_A,Age,FNR,0.2145792049378497,0.06819206737876536,0.4563953245068313,400,400
MEDDL,RF,WTFA_A,Age,FPR,0.26622523239170715,0.23410380338587478,0.3009315802684128,400,400
MEDDL,RF,WTFA_A,Age,Brier,0.06108876939418238,0.049564359695479426,0.07970365420595865,400,400
MEDDL,RF,WTFA_A,Age,Calibration_abs_error,0.009900877574833752,0.005408449017710008,0.031210182108045312,400,400
MEDDL,XGBoost,Unweighted,Race_ethnicity,AUPRC,0.06186950230063187,0.019734532545126776,0.17371879719202574,400,400
MEDDL,XGBoost,Unweighted,Race_ethnicity,AUROC,0.06839651146680226,0.02699563852131186,0.14522024779145792,400,400
MEDDL,XGBoost,Unweighted,Race_ethnicity,Recall,0.04899320251378736,0.020837229173726157,0.20670585541909076,400,400
MEDDL,XGBoost,Unweighted,Race_ethnicity,FNR,0.04899320251378736,0.020837229173726268,0.2067058554190907,400,400
MEDDL,XGBoost,Unweighted,Race_ethnicity,FPR,0.08843106440697741,0.06319108703882294,0.12263201647865482,400,400
MEDDL,XGBoost,Unweighted,Race_ethnicity,Brier,0.0186889352645912,0.005384993129323654,0.035287898200662034,400,400
MEDDL,XGBoost,Unweighted,Race_ethnicity,Calibration_abs_error,0.003365235933204036,0.0010589716693047133,0.025002407156630678,400,400
MEDDL,XGBoost,WTFA_A,Race_ethnicity,AUPRC,0.07505705478470487,0.02752865386337492,0.2062591425087365,400,400
MEDDL,XGBoost,WTFA_A,Race_ethnicity,AUROC,0.07576691177153239,0.027637131262001353,0.15309744021227442,400,400
MEDDL,XGBoost,WTFA_A,Race_ethnicity,Recall,0.06079169426338282,0.020136201639232278,0.24726136905900067,400,400
MEDDL,XGBoost,WTFA_A,Race_ethnicity,FNR,0.06079169426338299,0.020136201639232278,0.24726136905900045,400,400
MEDDL,XGBoost,WTFA_A,Race_ethnicity,FPR,0.09625739609310598,0.06418377078810354,0.1446359650446629,400,400
MEDDL,XGBoost,WTFA_A,Race_ethnicity,Brier,0.021571903357571184,0.006977720676393273,0.041770464546504744,400,400
MEDDL,XGBoost,WTFA_A,Race_ethnicity,Calibration_abs_error,0.005406225842657819,0.002133646942993785,0.03077624825909043,400,400
MEDDL,XGBoost,Unweighted,Poverty,AUPRC,0.022453552089734985,0.012764159340317272,0.13949575396385655,400,400
MEDDL,XGBoost,Unweighted,Poverty,AUROC,0.08216152285320477,0.02528359388138667,0.14857226114271113,400,400
MEDDL,XGBoost,Unweighted,Poverty,Recall,0.17091532498509243,0.0886438309887437,0.26746538727132013,400,400
MEDDL,XGBoost,Unweighted,Poverty,FNR,0.17091532498509243,0.08864383098874365,0.2674653872713201,400,400
MEDDL,XGBoost,Unweighted,Poverty,FPR,0.0986252424216369,0.0808308885149627,0.1273404650474827,400,400
MEDDL,XGBoost,Unweighted,Poverty,Brier,0.039905591117556975,0.02596966425805903,0.05602235532549478,400,400
MEDDL,XGBoost,Unweighted,Poverty,Calibration_abs_error,0.011671395866015455,0.0020693579746123595,0.03437434972657633,400,400
MEDDL,XGBoost,WTFA_A,Poverty,AUPRC,0.09367625720844147,0.027214051873059048,0.21842097735050417,400,400
MEDDL,XGBoost,WTFA_A,Poverty,AUROC,0.08269486524744762,0.01811938157244785,0.17457657497587806,400,400
MEDDL,XGBoost,WTFA_A,Poverty,Recall,0.17991641627724586,0.09440955858396434,0.3066330695884145,400,400
MEDDL,XGBoost,WTFA_A,Poverty,FNR,0.1799164162772457,0.09440955858396412,0.3066330695884147,400,400
MEDDL,XGBoost,WTFA_A,Poverty,FPR,0.09634738258705586,0.07418332147434775,0.13556079072488958,400,400
MEDDL,XGBoost,WTFA_A,Poverty,Brier,0.0464252842344151,0.027342969327706666,0.0763919142435103,400,400
MEDDL,XGBoost,WTFA_A,Poverty,Calibration_abs_error,0.02675257764928847,0.0054495261020271624,0.06379004082191067,400,400
MEDDL,XGBoost,Unweighted,Insurance,AUPRC,0.2920084765722206,0.20303084013002543,0.38810579884229124,400,400
MEDDL,XGBoost,Unweighted,Insurance,AUROC,0.054671533268534134,0.008567412724704631,0.11261668298765067,400,400
MEDDL,XGBoost,Unweighted,Insurance,Recall,0.5455281730880481,0.479804959943831,0.612055387445273,400,400
MEDDL,XGBoost,Unweighted,Insurance,FNR,0.5455281730880481,0.479804959943831,0.612055387445273,400,400
MEDDL,XGBoost,Unweighted,Insurance,FPR,0.57487006489547,0.523987131644037,0.6226881310696117,400,400
MEDDL,XGBoost,Unweighted,Insurance,Brier,0.12303672573912527,0.10269609948648672,0.14043146905865836,400,400
MEDDL,XGBoost,Unweighted,Insurance,Calibration_abs_error,0.039866143134853094,0.00898335051400602,0.07311095753264524,400,400
MEDDL,XGBoost,WTFA_A,Insurance,AUPRC,0.26165963145664034,0.15503680474052467,0.36658469151818956,400,400
MEDDL,XGBoost,WTFA_A,Insurance,AUROC,0.06240468215966333,0.003493382751878478,0.1203636082597851,400,400
MEDDL,XGBoost,WTFA_A,Insurance,Recall,0.5396609617164836,0.46153327060021815,0.6169233582928514,400,400
MEDDL,XGBoost,WTFA_A,Insurance,FNR,0.5396609617164835,0.4615332706002182,0.6169233582928515,400,400
MEDDL,XGBoost,WTFA_A,Insurance,FPR,0.5712104262160433,0.5126009294491739,0.6289727125019763,400,400
MEDDL,XGBoost,WTFA_A,Insurance,Brier,0.12026894298735141,0.09575873775159828,0.1444888024919032,400,400
MEDDL,XGBoost,WTFA_A,Insurance,Calibration_abs_error,0.04377549099940106,0.003120674541898424,0.08481066128926297,400,400
MEDDL,XGBoost,Unweighted,Sex,AUPRC,0.046803324921487255,0.004157998736033365,0.13059722026255052,400,400
MEDDL,XGBoost,Unweighted,Sex,AUROC,0.0018477934005688423,0.0003581238017642402,0.04600237388294943,400,400
MEDDL,XGBoost,Unweighted,Sex,Recall,0.012961225766103812,0.0011740339509514032,0.10409291133457847,400,400
MEDDL,XGBoost,Unweighted,Sex,FNR,0.012961225766103812,0.001174033950951406,0.10409291133457843,400,400
MEDDL,XGBoost,Unweighted,Sex,FPR,0.03459196026308235,0.018973510281167564,0.05017996234144539,400,400
MEDDL,XGBoost,Unweighted,Sex,Brier,0.020114633295207372,0.01220470917939024,0.029718891677401594,400,400
MEDDL,XGBoost,Unweighted,Sex,Calibration_abs_error,0.00021462203320468665,0.000295066394775859,0.012115790825246102,400,400
MEDDL,XGBoost,WTFA_A,Sex,AUPRC,0.0370907875630489,0.0017730522100902662,0.13748822346209252,400,400
MEDDL,XGBoost,WTFA_A,Sex,AUROC,0.00553568634925139,0.0007912275600014812,0.05056754524290162,400,400
MEDDL,XGBoost,WTFA_A,Sex,Recall,0.05638022396723341,0.002405224375578968,0.15893589026888114,400,400
MEDDL,XGBoost,WTFA_A,Sex,FNR,0.05638022396723352,0.0024052243755789157,0.15893589026888114,400,400
MEDDL,XGBoost,WTFA_A,Sex,FPR,0.03234263002987181,0.009416439261771464,0.05090552271408331,400,400
MEDDL,XGBoost,WTFA_A,Sex,Brier,0.022539806762645553,0.011127996997887647,0.03439139536207855,400,400
MEDDL,XGBoost,WTFA_A,Sex,Calibration_abs_error,0.006160470809601665,0.00015003296293813925,0.0198511711391082,400,400
MEDDL,XGBoost,Unweighted,Age,AUPRC,0.2838952285962248,0.1873144253505351,0.37676049949109053,400,400
MEDDL,XGBoost,Unweighted,Age,AUROC,0.06013632283793913,0.035314196223150296,0.14861448865568117,400,400
MEDDL,XGBoost,Unweighted,Age,Recall,0.22640015832178906,0.11229491796718687,0.37753642913952434,400,400
MEDDL,XGBoost,Unweighted,Age,FNR,0.22640015832178906,0.11229491796718692,0.37753642913952434,400,400
MEDDL,XGBoost,Unweighted,Age,FPR,0.14735573549926123,0.13028130624889533,0.17259944983776188,400,400
MEDDL,XGBoost,Unweighted,Age,Brier,0.0680542880052528,0.0579236500074621,0.08280061406168739,400,400
MEDDL,XGBoost,Unweighted,Age,Calibration_abs_error,0.006289255212327455,0.004812232343859727,0.02841473116502135,400,400
MEDDL,XGBoost,WTFA_A,Age,AUPRC,0.24472213643684826,0.10519086751091573,0.3772275915324375,400,400
MEDDL,XGBoost,WTFA_A,Age,AUROC,0.07699315920860128,0.042011448852681973,0.1799204759621779,400,400
MEDDL,XGBoost,WTFA_A,Age,Recall,0.21304181342756429,0.0867473876502687,0.42318290811024484,400,400
MEDDL,XGBoost,WTFA_A,Age,FNR,0.21304181342756423,0.08674738765026892,0.4231829081102447,400,400
MEDDL,XGBoost,WTFA_A,Age,FPR,0.1453016520082934,0.12487027432958746,0.1739154733498503,400,400
MEDDL,XGBoost,WTFA_A,Age,Brier,0.061756888782882456,0.049777308127252506,0.08045292601105279,400,400
MEDDL,XGBoost,WTFA_A,Age,Calibration_abs_error,0.008799308535128253,0.005328039465532422,0.03329935605443376,400,400
