Outcome,Model,Evaluation_weighting,Axis,Metric,Point_estimate,CI95_lower,CI95_upper,Valid_replicates,Requested_replicates
MEDNG,XGBoost,Unweighted,Insurance,Calibration_abs_error,0.021373804479055965,0.0012540143575715305,0.059014510104484746,400,400
MEDNG,XGBoost,WTFA_A,Insurance,AUPRC,0.3048856737664632,0.1967157951967182,0.410047120550589,400,400
MEDNG,XGBoost,WTFA_A,Insurance,AUROC,0.03779797665847828,0.0011537876876753454,0.1077427254725557,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Recall,0.46893608046449126,0.35431533955304784,0.5724091103570523,400,400
MEDNG,XGBoost,WTFA_A,Insurance,FNR,0.468936080464491,0.3543153395530476,0.5724091103570521,400,400
MEDNG,XGBoost,WTFA_A,Insurance,FPR,0.36729135458573725,0.3096651032427114,0.42133534258936073,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Brier,0.11985074031970622,0.09630076230337996,0.14745454870266894,400,400
MEDNG,XGBoost,WTFA_A,Insurance,Calibration_abs_error,0.022150602514444784,0.00089460136663394,0.058726840059203304,400,400
MEDNG,XGBoost,Unweighted,Sex,AUPRC,0.01733859414754757,0.0011142812218996115,0.10161656977867141,400,400
MEDNG,XGBoost,Unweighted,Sex,AUROC,0.011065455479452146,0.0009395793621875426,0.04961239167621702,400,400
MEDNG,XGBoost,Unweighted,Sex,Recall,0.06158193309031296,0.0031672259108541396,0.15330722059995036,400,400
MEDNG,XGBoost,Unweighted,Sex,FNR,0.06158193309031301,0.0031672259108540854,0.15330722059995036,400,400
MEDNG,XGBoost,Unweighted,Sex,FPR,0.0226755369869205,0.010479662181698905,0.03474294287815,400,400
MEDNG,XGBoost,Unweighted,Sex,Brier,0.010382283980868282,0.0017934661657907447,0.017904173352604948,400,400
MEDNG,XGBoost,Unweighted,Sex,Calibration_abs_error,0.000137334086034821,0.00011887052684943171,0.008696010014159278,400,400
