Outcome,Model,Split,Explained_output,Aggregation,Rank,Encoded_feature,Feature_construct,Mean_abs_SHAP,Importance_share_pct,Mean_signed_SHAP,N_explained
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,26,HISPALLP_A=2,HISPALLP_A,0.026346482841118433,0.8701525827653015,-0.0014137088863961534,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,27,RATCAT_A=10,RATCAT_A,0.024440244428148704,0.8071947189618146,0.0003393499882411866,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,28,RATCAT_A=2,RATCAT_A,0.023805122856587337,0.786218382985706,0.0055612066827294354,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,29,PHSTAT_A=3,PHSTAT_A,0.023528349341338715,0.7770773074733894,-0.002497111166192244,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,30,CHRONIC_BURDEN_CAT=3+,CHRONIC_BURDEN_CAT,0.022530795970404208,0.744130836120857,0.003745536392413983,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,31,FDSCAT3_A=2,FDSCAT3_A,0.021405841568805695,0.7069766556578609,-0.0033349624958235393,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,32,SEX_A=1,SEX_A,0.02005863073334132,0.6624819504223229,-0.0023189558699343773,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,33,EDUCP_A=8,EDUCP_A,0.019914568276456452,0.6577239597753801,-0.00040330764879065796,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,34,EDUCP_A=9,EDUCP_A,0.01780768683146026,0.5881394030055285,0.001148673630859768,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,35,EDUCP_A=10,EDUCP_A,0.017112051981198098,0.5651644782207871,-0.0036218613016335147,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,36,CHRONIC_BURDEN_CAT=1,CHRONIC_BURDEN_CAT,0.01688689099147197,0.5577280238777274,0.0008077041844885304,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,37,RATCAT_A=3,RATCAT_A,0.015540244003996794,0.5132519410058289,0.00393076161978046,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,38,FDSCAT3_A=Missing,FDSCAT3_A,0.014119831164235095,0.46633957290853295,0.004516469842490203,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,39,RATCAT_A=6,RATCAT_A,0.0136453626243112,0.4506691690847893,-0.0015871634290261295,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,40,HISPALLP_A=3,HISPALLP_A,0.01363215767839555,0.45023304568027,0.00011276966876498189,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,41,RATCAT_A=9,RATCAT_A,0.013178082136115559,0.43523616703547263,-0.0015327451882420121,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,42,HISPALLP_A=7,HISPALLP_A,0.012897336750546141,0.4259639114624666,-0.0021654201928047578,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,43,HISPALLP_A=5,HISPALLP_A,0.01288290972471784,0.42548742608634166,0.0030566989777791502,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,44,EMPWRKLSW1_A=Missing,EMPWRKLSW1_A,0.012507511545762696,0.4130890465017465,0.001605241457993393,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,45,RATCAT_A=7,RATCAT_A,0.01148696497679778,0.3793831724322424,-0.002576247397939042,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,46,RATCAT_A=11,RATCAT_A,0.010583013067167855,0.34952810245559596,0.0012416738634776542,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,47,CHRONIC_BURDEN_CAT=Missing/indeterminate,CHRONIC_BURDEN_CAT,0.009570747308940997,0.3160957210148638,-0.0018070194483328754,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,48,RATCAT_A=4,RATCAT_A,0.00926745812321535,0.30607890511289143,0.0025586739049719715,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,49,RATCAT_A=5,RATCAT_A,0.008320442529272467,0.2748015589123451,-0.0008340175847603589,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,50,HISPALLP_A=1,HISPALLP_A,0.008233587654692818,0.2719329789240027,-0.00015076797326308216,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,51,RATCAT_A=12,RATCAT_A,0.00747177708588654,0.24677245036228798,7.472487904508906e-05,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,52,RATCAT_A=13,RATCAT_A,0.006336527884007037,0.2092782606803167,-0.0005194273531643967,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,53,EDUCP_A=2,EDUCP_A,0.004119539432139192,0.13605716931160786,-0.0009980364760875794,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,54,EDUCP_A=6,EDUCP_A,0.0026298854616259074,0.08685795521970917,-0.0002422899441853969,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,55,RATCAT_A=1,RATCAT_A,0.002522020410323116,0.08329546630810568,-0.0008237638871589399,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,56,HISPALLP_A=6,HISPALLP_A,0.002323990963148854,0.07675509293222041,-0.00039839499400006964,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,57,EDUCP_A=Missing,EDUCP_A,0.002064831645999911,0.06819576641699773,-0.0002852414744163322,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,58,K6SPD_A=Missing,K6SPD_A,0.001675236596306375,0.05532850285215011,0.00044923514064579745,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,59,EDUCP_A=3,EDUCP_A,0.0012322552604125568,0.04069803563307798,-0.00019491893393518646,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,60,NOTCOV_A=Missing,NOTCOV_A,0.00032378518375918614,0.010693742903302585,-9.469731212513506e-06,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,61,SEX_A=Missing,SEX_A,0.0,0.0,0.0,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,62,PHSTAT_A=Missing,PHSTAT_A,0.0,0.0,0.0,6417
MEDNG,XGBoost,locked_test,base_estimator_raw_margin_log_odds,WTFA_A,63,DISAB3_A=Missing,DISAB3_A,0.0,0.0,0.0,6417
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,1,AGEP_A,AGEP_A,0.36098579792469776,10.819084801849352,0.10240968418037086,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,2,PHSTAT_A=1,PHSTAT_A,0.30365904430706475,9.100947932283987,-0.00447909480620135,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,3,FDSCAT3_A=1,FDSCAT3_A,0.2052066534009441,6.150236928466777,-0.007632512094697122,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,4,RATCAT_A=14,RATCAT_A,0.20009140752325527,5.996928185432598,0.01936822395510245,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,5,CHRONIC_BURDEN_CAT=0,CHRONIC_BURDEN_CAT,0.16855354604793077,5.051708734329176,-0.028098321040350673,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,6,SEX_A=1,SEX_A,0.1390343606948877,4.166990910381145,-0.009636382213827815,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,7,EMPWRKLSW1_A=1,EMPWRKLSW1_A,0.1363976213032877,4.087965344161922,0.015991548306816837,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,8,EMPWRKLSW1_A=2,EMPWRKLSW1_A,0.1307467847845432,3.918604444511136,0.015107199303259955,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,9,NOTCOV_A=2,NOTCOV_A,0.12922877322366613,3.873108206427158,0.03347252178913461,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,10,HISPALLP_A=2,HISPALLP_A,0.12525549903267297,3.7540254318125132,-0.015416393384719099,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,11,PHSTAT_A=2,PHSTAT_A,0.12049492659991543,3.6113465864079246,-0.003696221158878055,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,12,EDUCP_A=4,EDUCP_A,0.11859095022025218,3.554282618709694,-0.007049090685172629,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,13,NOTCOV_A=1,NOTCOV_A,0.09785606376900785,2.9328385171344693,0.025180534962154683,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,14,EDUCP_A=9,EDUCP_A,0.08760212866157349,2.625518411696043,-0.008945101552683233,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,15,HISPALLP_A=4,HISPALLP_A,0.0749529154171657,2.246409561556538,7.91976281562373e-05,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,16,EDUCP_A=1,EDUCP_A,0.07351225632832215,2.2032316500088798,-0.016289057776213787,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,17,DISAB3_A=2,DISAB3_A,0.07241626099194645,2.1703836361677546,-0.006181594633953715,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,18,PHSTAT_A=4,PHSTAT_A,0.06627696305375688,1.9863830871185995,-0.013410186091674206,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,19,EDUCP_A=8,EDUCP_A,0.059909453940950555,1.7955428339450634,-0.0044481910968596,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,20,RATCAT_A=8,RATCAT_A,0.038106795144712775,1.1420965881969436,0.0018686192430584123,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,21,FDSCAT3_A=3,FDSCAT3_A,0.03736272958107397,1.119796241542244,-0.0015163380587437224,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,22,PHSTAT_A=5,PHSTAT_A,0.03598355568492731,1.0784610992050923,-0.0019735114842927455,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,23,K6SPD_A=1,K6SPD_A,0.03560165211269291,1.067015088980072,-0.00014029941573863162,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,24,RATCAT_A=10,RATCAT_A,0.03394312045963915,1.017307331212042,0.0003880558054220291,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,25,CHRONIC_BURDEN_CAT=2,CHRONIC_BURDEN_CAT,0.03310007460624343,0.9920404519271165,-0.004218622897137714,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,26,K6SPD_A=2,K6SPD_A,0.03226037945582357,0.9668739963703548,0.0012887636201114445,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,27,SEX_A=2,SEX_A,0.03126675276468167,0.9370940673685835,0.0020473635415336282,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,28,EDUCP_A=7,EDUCP_A,0.030657018921262585,0.918819769054264,-0.0014380118918786073,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,29,CHRONIC_BURDEN_CAT=1,CHRONIC_BURDEN_CAT,0.027187052123575337,0.8148215916755205,0.0008534956651546792,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,30,EDUCP_A=5,EDUCP_A,0.023356285236720987,0.7000098953615309,0.0006251766730614326,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,31,FDSCAT3_A=2,FDSCAT3_A,0.022374542681722676,0.6705861451276597,-0.001372890417933323,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,32,HISPALLP_A=3,HISPALLP_A,0.01933181478014076,0.5793927203851302,-0.0009388046248915904,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,33,PHSTAT_A=3,PHSTAT_A,0.0193036076124858,0.5785473249689298,0.001742628422494154,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,34,RATCAT_A=11,RATCAT_A,0.01904086391915563,0.5706726486918227,0.005832837399408775,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,35,RATCAT_A=3,RATCAT_A,0.018290835113190896,0.5481935780408077,-0.0011371774709746157,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,36,EMPWRKLSW1_A=Missing,EMPWRKLSW1_A,0.01814564595768636,0.5438421221255251,0.0006961440169331605,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,37,RATCAT_A=9,RATCAT_A,0.01806047060617342,0.5412893365136157,-0.0010850362410060863,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,38,RATCAT_A=2,RATCAT_A,0.01731340826759269,0.5188991736877118,0.0007588499131490008,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,39,K6SPD_A=Missing,K6SPD_A,0.015419997728141156,0.4621518741850464,-0.0020475525283325273,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,40,HISPALLP_A=7,HISPALLP_A,0.014146681960829365,0.42398939980163075,-0.0006705428425858438,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,41,RATCAT_A=13,RATCAT_A,0.01245502230937264,0.37328876467915123,-0.001372874569343064,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,42,RATCAT_A=6,RATCAT_A,0.011586740559912123,0.3472655417897259,-0.0008901427379599647,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,43,RATCAT_A=7,RATCAT_A,0.0115253355469479,0.3454251756414234,0.0009801616098510434,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,44,FDSCAT3_A=Missing,FDSCAT3_A,0.009516321344782317,0.2852131253438567,-0.0001515900296426176,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,45,HISPALLP_A=5,HISPALLP_A,0.009478235521377065,0.28407165729846934,0.0033512285648596906,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,46,CHRONIC_BURDEN_CAT=3+,CHRONIC_BURDEN_CAT,0.008916624666884618,0.26723965034605085,0.0011121881984917947,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,47,HISPALLP_A=1,HISPALLP_A,0.008784353451461453,0.263275357277642,0.0017616130011361315,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,48,EDUCP_A=3,EDUCP_A,0.008427470905881598,0.25257925081825783,0.0015095655012049853,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,49,RATCAT_A=4,RATCAT_A,0.008271042703603215,0.24789095007185644,0.0012786063425283228,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,50,EDUCP_A=2,EDUCP_A,0.007918621640386458,0.23732855844642364,-0.0021400640830111627,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,51,RATCAT_A=5,RATCAT_A,0.007060115684272465,0.21159832530293693,-0.00046388281809625056,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,52,RATCAT_A=12,RATCAT_A,0.006914051822387872,0.20722065361252692,-0.00035465077635476224,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,53,EDUCP_A=10,EDUCP_A,0.00611285266177873,0.18320795917514346,-0.0010571513276302444,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,54,RATCAT_A=1,RATCAT_A,0.0027475583348846515,0.08234691446045739,-0.00013499284164454316,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,55,HISPALLP_A=6,HISPALLP_A,0.0024594369657152775,0.07371164530530172,0.00044631977088978455,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,56,DISAB3_A=1,DISAB3_A,0.0017987091955913468,0.053909010916347685,0.00015354164461670245,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,57,NOTCOV_A=Missing,NOTCOV_A,0.0005774705836584327,0.01730733799249716,-0.0001536675040127216,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,58,CHRONIC_BURDEN_CAT=Missing/indeterminate,CHRONIC_BURDEN_CAT,0.00036456739752719746,0.010926428719666854,-3.999322384007789e-05,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,59,EDUCP_A=6,EDUCP_A,0.00025251056517188245,0.007567979775557235,-1.6370113614540167e-05,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,60,EDUCP_A=Missing,EDUCP_A,0.00022561743463094794,0.006761967290904667,-6.534794140517305e-05,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,61,SEX_A=Missing,SEX_A,8.815412616212407e-05,0.0026420622973646734,-8.043572139873327e-05,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,62,PHSTAT_A=Missing,PHSTAT_A,5.950485479904115e-05,0.0017834166160931731,-3.99024533009142e-05,6419
MEDDL,LR,locked_test,base_estimator_log_odds,WTFA_A,63,DISAB3_A=Missing,DISAB3_A,0.0,0.0,0.0,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,1,FDSCAT3_A=1,FDSCAT3_A,0.013863592235200362,10.522016164336817,0.00018755398277997648,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,2,AGEP_A,AGEP_A,0.01340702874123266,10.175499303333307,0.003802050209823459,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,3,NOTCOV_A=2,NOTCOV_A,0.012952093163861561,9.8302179781457,0.0015787590731661718,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,4,NOTCOV_A=1,NOTCOV_A,0.010788442962059691,8.188077758562066,0.0008377077069851237,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,5,PHSTAT_A=1,PHSTAT_A,0.006720835172114751,5.100895577358475,-0.0002475823592695793,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,6,FDSCAT3_A=3,FDSCAT3_A,0.0065683411569268935,4.985157573416233,-0.0008485777256838519,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,7,EMPWRKLSW1_A=1,EMPWRKLSW1_A,0.0061734581044520075,4.685454163890544,0.000487971767744549,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,8,RATCAT_A=14,RATCAT_A,0.005907632138229689,4.483700890565763,0.000341045594124777,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,9,K6SPD_A=1,K6SPD_A,0.0054645239197108845,4.147396146549467,-0.00021418862719712228,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,10,EMPWRKLSW1_A=2,EMPWRKLSW1_A,0.005021642330039809,3.8112634064668325,0.0006766498137273076,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,11,K6SPD_A=2,K6SPD_A,0.0036366717683530753,2.760115739255612,9.788060252530159e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,12,FDSCAT3_A=2,FDSCAT3_A,0.0032840674381859913,2.4925005065879158,-0.00010532969718425668,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,13,DISAB3_A=1,DISAB3_A,0.00296089850896585,2.2472257870652235,-0.00011543725166549798,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,14,DISAB3_A=2,DISAB3_A,0.002798326747945694,2.123839101399763,-2.1144295581979048e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,15,CHRONIC_BURDEN_CAT=0,CHRONIC_BURDEN_CAT,0.0026931959063553135,2.0440482076820694,0.00025575924871785386,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,16,PHSTAT_A=4,PHSTAT_A,0.0026723249858916997,2.0282078570170268,-0.00011211309760461516,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,17,HISPALLP_A=2,HISPALLP_A,0.0019138842602731308,1.4525759833106235,-0.0001569877087345031,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,18,PHSTAT_A=3,PHSTAT_A,0.001762287639718595,1.3375190727442832,-1.4246762244468625e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,19,SEX_A=1,SEX_A,0.0016201694940066744,1.2296560166865909,-7.577038031584216e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,20,SEX_A=2,SEX_A,0.0015749249636707332,1.1953168878759606,-7.727133152150151e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,21,PHSTAT_A=2,PHSTAT_A,0.00140701977687623,1.0678823052977156,0.00023175703252014914,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,22,CHRONIC_BURDEN_CAT=2,CHRONIC_BURDEN_CAT,0.0013834372058433692,1.049983899935334,-6.560242786972114e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,23,EDUCP_A=4,EDUCP_A,0.0013714310166239422,1.040871592324458,-1.784974659937192e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,24,RATCAT_A=8,RATCAT_A,0.0012603710592156369,0.9565806923011816,-3.570512134480578e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,25,PHSTAT_A=5,PHSTAT_A,0.0011687941731214164,0.8870768105210713,-0.0001514612446458573,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,26,EDUCP_A=5,EDUCP_A,0.0010028599662182775,0.7611381376554521,-2.8900309257967208e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,27,HISPALLP_A=4,HISPALLP_A,0.0009639449964992971,0.7316029397449034,4.276159396870264e-06,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,28,EDUCP_A=1,EDUCP_A,0.0009411304853754467,0.714287466903955,4.0448131488718144e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,29,RATCAT_A=10,RATCAT_A,0.0008579219535923788,0.6511348942100479,-1.0351088691243902e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,30,FDSCAT3_A=Missing,FDSCAT3_A,0.0008053335984249955,0.6112220409077022,0.00028514591220022805,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,31,EMPWRKLSW1_A=Missing,EMPWRKLSW1_A,0.0006926612364772081,0.5257073782159879,0.00029978856151525275,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,32,CHRONIC_BURDEN_CAT=1,CHRONIC_BURDEN_CAT,0.0006574226285458979,0.4989624194800737,3.310191651697771e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,33,CHRONIC_BURDEN_CAT=3+,CHRONIC_BURDEN_CAT,0.000622197627667607,0.47222778805539245,0.00017760284446946526,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,34,EDUCP_A=9,EDUCP_A,0.0006174889210233635,0.46865403266910427,-4.83579150075825e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,35,RATCAT_A=9,RATCAT_A,0.0005608318447992233,0.42565315225220773,1.9212225159858513e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,36,RATCAT_A=11,RATCAT_A,0.0005363902833024931,0.4071028010310251,4.214619587254327e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,37,EDUCP_A=8,EDUCP_A,0.0005316443029142206,0.40350075608381175,4.583771108047157e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,38,RATCAT_A=7,RATCAT_A,0.0004653551051473563,0.35318940830391327,-8.022355356471587e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,39,HISPALLP_A=3,HISPALLP_A,0.00044977491815305186,0.3413645524789401,2.200588284581687e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,40,EDUCP_A=7,EDUCP_A,0.00043550301189681606,0.33053263923622905,-2.9618267553724445e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,41,RATCAT_A=6,RATCAT_A,0.0003502350733552849,0.2658170437100092,-3.9515219077158016e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,42,K6SPD_A=Missing,K6SPD_A,0.0003343513965802152,0.25376184899993703,0.0001336178547348967,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,43,HISPALLP_A=1,HISPALLP_A,0.00032936173863723007,0.24997486070427022,1.4993134368968553e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,44,HISPALLP_A=7,HISPALLP_A,0.0003108997339630598,0.2359627988726728,-3.579507570262309e-06,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,45,RATCAT_A=5,RATCAT_A,0.0002015710121871812,0.1529858504572932,3.144279797701557e-06,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,46,RATCAT_A=1,RATCAT_A,0.00019865226915870727,0.15077061931055108,2.367911137861589e-06,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,47,RATCAT_A=3,RATCAT_A,0.00019226567267386271,0.1459234000394875,6.414437948357697e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,48,RATCAT_A=4,RATCAT_A,0.00019157641310959023,0.14540027441997563,1.2720295740565648e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,49,EDUCP_A=3,EDUCP_A,0.0001553276998148718,0.1178886785252969,-1.4981062996521063e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,50,EDUCP_A=6,EDUCP_A,0.00013940732245453367,0.10580562926318056,-7.999389955881114e-06,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,51,RATCAT_A=2,RATCAT_A,0.00013141000779814434,0.09973592722216404,5.921561450598686e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,52,EDUCP_A=10,EDUCP_A,0.0001282185410909399,0.09731370766236733,5.1913313705826956e-05,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,53,RATCAT_A=12,RATCAT_A,0.00012488908591382268,0.09478675933629693,9.806461413051012e-06,6419
MEDDL,RF,locked_test,base_estimator_positive_class_probability,WTFA_A,54,RATCAT_A=13,RATCAT_A,0.00011293478137301683,0.0857138305110828,1.4622567060786146e-05,6419
