Outcome,Model,Split,Explained_output,Feature_1,Feature_2,Mean_abs_interaction_SHAP,Mean_signed_interaction_SHAP,N_interaction_screen,Rank
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,AGEP_A,DISAB3_A,0.030598377236165108,0.005794849894009531,100,22
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,EDUCP_A,EMPWRKLSW1_A,0.029492287943139673,0.029492287943139673,100,23
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,FDSCAT3_A,PHSTAT_A,0.028713259045034648,-0.028713259045034648,100,24
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,SEX_A,NOTCOV_A,0.028604866694658993,0.028604866694658993,100,25
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,EDUCP_A,K6SPD_A,0.02765459100890439,0.02765459100890439,100,26
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,RATCAT_A,DISAB3_A,0.027601935939164834,0.021537571874214335,100,27
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,RATCAT_A,EMPWRKLSW1_A,0.026534943408332765,0.026534943408332765,100,28
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,HISPALLP_A,EMPWRKLSW1_A,0.026251376285217703,0.026251376285217703,100,29
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,NOTCOV_A,K6SPD_A,0.02495265857432969,0.02495265857432969,100,30
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,PHSTAT_A,CHRONIC_BURDEN_CAT,0.023144713449291886,0.022651845491491258,100,31
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,EMPWRKLSW1_A,NOTCOV_A,0.022682754350826145,-0.022682754350826145,100,32
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,SEX_A,PHSTAT_A,0.02257885951548815,0.02257885951548815,100,33
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,RATCAT_A,NOTCOV_A,0.02116909196600318,-0.02116909196600318,100,34
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,FDSCAT3_A,CHRONIC_BURDEN_CAT,0.020546871069818735,-0.020546871069818735,100,35
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,RATCAT_A,K6SPD_A,0.019554764475324192,-0.019554764475324192,100,36
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,NOTCOV_A,PHSTAT_A,0.018579144459217788,0.018579144459217788,100,37
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,EDUCP_A,CHRONIC_BURDEN_CAT,0.018465315958019347,-0.018465315958019347,100,38
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,HISPALLP_A,DISAB3_A,0.018376708252471872,-0.018376708252471872,100,39
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,AGEP_A,NOTCOV_A,0.01818966376595199,-0.016161776138469575,100,40
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,AGEP_A,SEX_A,0.01782992959022522,0.00691964453086257,100,41
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,AGEP_A,K6SPD_A,0.01766935632796958,0.0071487231110222635,100,42
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,HISPALLP_A,FDSCAT3_A,0.01604974084533751,-0.01604974084533751,100,43
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,EDUCP_A,DISAB3_A,0.016009432998253033,0.016009432998253033,100,44
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,SEX_A,HISPALLP_A,0.01566096045600716,-0.01566096045600716,100,45
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,HISPALLP_A,K6SPD_A,0.014147705165669322,0.014147705165669322,100,46
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,EMPWRKLSW1_A,CHRONIC_BURDEN_CAT,0.013903499949374237,-0.013903499949374237,100,47
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,SEX_A,K6SPD_A,0.01189248129085172,-0.01189248129085172,100,48
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,DISAB3_A,CHRONIC_BURDEN_CAT,0.011662643370218575,-0.011662643370218575,100,49
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,AGEP_A,EMPWRKLSW1_A,0.011192136574536563,0.00310685595497489,100,50
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,K6SPD_A,CHRONIC_BURDEN_CAT,0.01102918151533231,-0.01102918151533231,100,51
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,SEX_A,DISAB3_A,0.010708906928775831,0.010708906928775831,100,52
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,EMPWRKLSW1_A,PHSTAT_A,0.009146676864475012,0.009146676864475012,100,53
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,EMPWRKLSW1_A,FDSCAT3_A,0.008231760510243475,0.008231760510243475,100,54
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,SEX_A,FDSCAT3_A,0.008069030405022205,-0.00804413692560047,100,55
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,FDSCAT3_A,DISAB3_A,0.007741869743331336,0.0074610763398231935,100,56
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,PHSTAT_A,DISAB3_A,0.007448374453815632,0.00458194988023024,100,57
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,SEX_A,EDUCP_A,0.00701992855174467,-0.0036915467656217517,100,58
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,NOTCOV_A,FDSCAT3_A,0.007011027100961655,0.005781243599485606,100,59
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,EMPWRKLSW1_A,K6SPD_A,0.00689740153728053,-0.006347486467566341,100,60
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,SEX_A,EMPWRKLSW1_A,0.00671440526843071,0.00671440526843071,100,61
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,SEX_A,RATCAT_A,0.006595995521638543,0.003802505957428366,100,62
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,SEX_A,CHRONIC_BURDEN_CAT,0.006095676333643496,-0.00551799597684294,100,63
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,DISAB3_A,K6SPD_A,0.004629403217113577,-0.004440679875551723,100,64
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,NOTCOV_A,CHRONIC_BURDEN_CAT,0.0026866858080029487,-0.00201752346009016,100,65
MEDDL,XGBoost,locked_test,base_estimator_raw_margin_log_odds,EMPWRKLSW1_A,DISAB3_A,0.0012720946269109846,0.0012001112895086408,100,66
