Outcome,Model,Evaluation_weighting,Selected_probability,Locked_threshold,Threshold_factor,Evaluated_threshold,AUROC,AUPRC,Recall,Precision,F1,Specificity,Brier,Observed_prevalence,Mean_predicted_probability,Predicted_positive_rate,Decision_rule
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,0.8,0.06399999999999993,0.795102654229988,0.33856704548048844,0.8077236631169257,0.17315391246408407,0.2851742479191105,0.6241238523063655,0.06968133673874348,0.08879820015169453,0.08842404741132917,0.414223429803204,Prespecified perturbation only; never used to replace the locked threshold.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,1.0,0.0799999999999999,0.7967178383244564,0.3106561299405058,0.6730401529636711,0.2064516129032258,0.31597845601436264,0.7705223880597015,0.06523875118375158,0.08147686555538246,0.08114703632878394,0.26561769746066366,Prespecified perturbation only; never used to replace the locked threshold.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,1.0,0.0799999999999999,0.795102654229988,0.33856704548048844,0.6985159272316315,0.21062672960955683,0.32365905224197644,0.7448856787154742,0.06968133673874348,0.08879820015169453,0.08842404741132917,0.2944875858369997,Prespecified perturbation only; never used to replace the locked threshold.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,1.2,0.09599999999999988,0.7967178383244564,0.3106561299405058,0.6080305927342257,0.23296703296703297,0.33686440677966106,0.8224219810040706,0.06523875118375158,0.08147686555538246,0.08114703632878394,0.21264994547437296,Prespecified perturbation only; never used to replace the locked threshold.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,1.2,0.09599999999999988,0.795102654229988,0.33856704548048844,0.6473981589988653,0.2409144146845303,0.3511546569611941,0.8012125270931691,0.06968133673874348,0.08879820015169453,0.08842404741132917,0.23862329440062038,Prespecified perturbation only; never used to replace the locked threshold.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,0.8,0.11199999999999993,0.803648680377013,0.31516343360512417,0.6042065009560229,0.243639167309175,0.3472527472527472,0.8336160108548168,0.06491495979853423,0.08147686555538246,0.08113879868972727,0.20205639507711481,Prespecified perturbation only; never used to replace the locked threshold.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,0.8,0.11199999999999993,0.8016429683496495,0.32930025115608813,0.621310742318187,0.25098166063976407,0.3575351598880314,0.8193038415869781,0.06993301417316877,0.08879820015169453,0.08560433983999247,0.21982194042438832,Prespecified perturbation only; never used to replace the locked threshold.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,1.0,0.1399999999999999,0.803648680377013,0.31516343360512417,0.5200764818355641,0.28601472134595163,0.36906377204884666,0.8848371777476255,0.06491495979853423,0.08147686555538246,0.08113879868972727,0.14815391805577194,Prespecified perturbation only; never used to replace the locked threshold.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,1.0,0.1399999999999999,0.8016429683496495,0.32930025115608813,0.5325850030682552,0.29234434673820414,0.37748254402897075,0.8743663990590675,0.06993301417316877,0.08879820015169453,0.08560433983999247,0.16177015299904712,Prespecified perturbation only; never used to replace the locked threshold.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,1.2,0.16799999999999987,0.803648680377013,0.31516343360512417,0.4435946462715105,0.3097463284379172,0.3647798742138365,0.9123134328358209,0.06491495979853423,0.08147686555538246,0.08113879868972727,0.11668484187568157,Prespecified perturbation only; never used to replace the locked threshold.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,1.2,0.16799999999999987,0.8016429683496495,0.32930025115608813,0.45779558429925393,0.3152781377366354,0.373400195008111,0.9031094253838492,0.06993301417316877,0.08879820015169453,0.08560433983999247,0.12893828990174028,Prespecified perturbation only; never used to replace the locked threshold.
