Outcome,Model,Evaluation_weighting,Selected_probability,Locked_threshold,Axis,Group,N,Positive_N,Negative_N,FN_weighted_count,FP_weighted_count,FNR,FPR,Share_of_all_FN,Share_of_all_FP,Eligibility_rule,Interpretation_boundary
MEDDL,LR,WTFA_A,Platt,0.1599999999999999,Age,65-74,1165,31,1134,152227.834,116169.30899999998,0.7900055501494931,0.018816123446176333,0.0637290551101377,0.028064222641867743,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Race_ethnicity,Hispanic,935,92,843,23.0,325.0,0.25,0.38552787663107946,0.13450292397660818,0.2402069475240207,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Race_ethnicity,NH White,4243,339,3904,121.0,725.0,0.35693215339233036,0.18570696721311475,0.7076023391812866,0.5358462675535847,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Race_ethnicity,NH Black,671,56,615,13.0,184.0,0.23214285714285715,0.2991869918699187,0.07602339181286549,0.1359940872135994,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Poverty,<100% FPL,697,82,615,19.0,287.0,0.23170731707317074,0.4666666666666667,0.1111111111111111,0.21212121212121213,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Poverty,100-199% FPL,1155,129,1026,25.0,372.0,0.1937984496124031,0.36257309941520466,0.14619883040935672,0.2749445676274945,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Poverty,>=200% FPL,4567,312,4255,127.0,694.0,0.40705128205128205,0.16310223266745005,0.7426900584795322,0.5129342202512934,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Insurance,Uninsured,472,134,338,0.0,338.0,0.0,1.0,0.0,0.24981522542498152,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Insurance,Insured,5928,387,5541,171.0,999.0,0.4418604651162791,0.18029236599891715,1.0,0.738359201773836,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Sex,Male,2958,195,2763,69.0,587.0,0.35384615384615387,0.2124502352515382,0.40350877192982454,0.43385070214338506,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Sex,Female,3460,328,3132,102.0,765.0,0.31097560975609756,0.2442528735632184,0.5964912280701754,0.565410199556541,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Age,18-34,1296,163,1133,41.0,372.0,0.25153374233128833,0.3283318623124448,0.23976608187134502,0.2749445676274945,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Age,35-49,1424,142,1282,46.0,426.0,0.323943661971831,0.33229329173166927,0.26900584795321636,0.3148558758314856,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Age,50-64,1524,171,1353,56.0,408.0,0.32748538011695905,0.30155210643015523,0.32748538011695905,0.30155210643015523,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,Unweighted,Platt,0.0799999999999999,Age,65-74,1165,31,1134,16.0,104.0,0.5161290322580645,0.09171075837742504,0.0935672514619883,0.07686622320768663,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Race_ethnicity,Hispanic,935,92,843,259007.27300000002,3394606.525,0.2635253355569988,0.4192517126104671,0.19245666121225874,0.29048891082865225,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Race_ethnicity,NH White,4243,339,3904,893772.2440000001,5421187.325999999,0.33923431068167836,0.1960436063363201,0.6641219760822248,0.463910850971994,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Race_ethnicity,NH Black,671,56,615,105914.14,1784783.3679999998,0.1846551166299747,0.3209295422561238,0.07870003619383978,0.15273044837955513,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Poverty,<100% FPL,697,82,615,121542.992,2154051.4560000002,0.1746900401399056,0.47809866965065023,0.09031313353918163,0.18433007086802575,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Poverty,100-199% FPL,1155,129,1026,215646.569,3123421.3,0.19580779438633028,0.4168026305166872,0.1602372712970843,0.26728259809021987,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Poverty,>=200% FPL,4567,312,4255,1008605.754,6408365.837,0.3782053325130496,0.18955701386393412,0.7494495951637341,0.5483873310417544,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Insurance,Uninsured,472,134,338,0.0,3432207.292,0.0,1.0,0.0,0.2937065461485961,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Insurance,Insured,5928,387,5541,1345795.315,8112499.067,0.4310319630072028,0.1921057570807816,1.0,0.6942162517852603,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Sex,Male,2958,195,2763,593740.519,5475297.06,0.33201508778042005,0.23936641922502042,0.44118188879265047,0.4685412190512188,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Sex,Female,3460,328,3132,752054.796,6205929.778,0.28107808545792556,0.2706756995033153,0.5588181112073496,0.5310641361859515,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Age,18-34,1296,163,1133,395448.176,3943865.7309999997,0.24457653515689115,0.315173556106923,0.29383976269823764,0.3374910323819154,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Age,35-49,1424,142,1282,359619.182,3893117.119,0.27945949063832737,0.3447643837914229,0.2672168479052849,0.3331482878201003,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Age,50-64,1524,171,1353,453709.192,3108889.3159999996,0.34957191283060307,0.2982149968415049,0.33713090463537543,0.26603904300563186,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,RF,WTFA_A,Platt,0.0799999999999999,Age,65-74,1165,31,1134,88475.687,484894.72199999995,0.45915574009474086,0.0785391513997157,0.06574230569378971,0.041494216965349794,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Race_ethnicity,Hispanic,935,92,843,40.0,162.0,0.43478260869565216,0.19217081850533807,0.1593625498007968,0.23858615611192932,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Race_ethnicity,NH White,4243,339,3904,164.0,405.0,0.4837758112094395,0.10373975409836066,0.6533864541832669,0.5964653902798233,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Race_ethnicity,NH Black,671,56,615,27.0,65.0,0.48214285714285715,0.10569105691056911,0.10756972111553785,0.09572901325478646,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Poverty,<100% FPL,697,82,615,37.0,115.0,0.45121951219512196,0.18699186991869918,0.14741035856573706,0.16936671575846834,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Poverty,100-199% FPL,1155,129,1026,47.0,188.0,0.3643410852713178,0.18323586744639375,0.18725099601593626,0.2768777614138439,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Poverty,>=200% FPL,4567,312,4255,167.0,376.0,0.5352564102564102,0.08836662749706228,0.6653386454183267,0.5537555228276878,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Insurance,Uninsured,472,134,338,10.0,222.0,0.07462686567164178,0.6568047337278107,0.0398406374501992,0.3269513991163476,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Insurance,Insured,5928,387,5541,240.0,454.0,0.6201550387596899,0.08193466883234073,0.9561752988047809,0.6686303387334315,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Sex,Male,2958,195,2763,92.0,267.0,0.4717948717948718,0.09663409337676439,0.3665338645418327,0.39322533136966126,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Sex,Female,3460,328,3132,159.0,411.0,0.4847560975609756,0.13122605363984674,0.6334661354581673,0.605301914580265,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Age,18-34,1296,163,1133,63.0,204.0,0.38650306748466257,0.18005295675198588,0.250996015936255,0.3004418262150221,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Age,35-49,1424,142,1282,66.0,233.0,0.4647887323943662,0.18174726989079562,0.26294820717131473,0.3431516936671576,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Age,50-64,1524,171,1353,89.0,197.0,0.52046783625731,0.14560236511456023,0.3545816733067729,0.29013254786450665,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,Unweighted,Platt,0.1399999999999999,Age,65-74,1165,31,1134,19.0,39.0,0.6129032258064516,0.03439153439153439,0.07569721115537849,0.05743740795287187,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Race_ethnicity,Hispanic,935,92,843,414996.803,1672104.6090000002,0.4222359105941273,0.20651369041574136,0.19889665071980434,0.29055783568812465,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Race_ethnicity,NH White,4243,339,3904,1272620.878,3048913.6399999997,0.4830276048575103,0.11025629432263538,0.6099324824685377,0.5298028267311605,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Race_ethnicity,NH Black,671,56,615,257315.98299999998,656790.1950000001,0.44861538649722865,0.118100258226779,0.1233245336479715,0.11412894655826007,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Poverty,<100% FPL,697,82,615,304311.454,890423.1059999999,0.43737758335168386,0.19763228089050805,0.14584818133231212,0.15472680903665734,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Poverty,100-199% FPL,1155,129,1026,380647.476,1440240.173,0.34562916099204716,0.19219177786941796,0.18243395499446077,0.2502672771102745,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Poverty,>=200% FPL,4567,312,4255,1401535.747,3424144.899,0.5255455772692929,0.10128489830345219,0.671717863673227,0.5950059138530681,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Insurance,Uninsured,472,134,338,111728.13,2244439.693,0.08508241311237866,0.6539347720143472,0.05354824588416622,0.39001120864119265,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Insurance,Insured,5928,387,5541,1950613.3630000001,3493394.4110000003,0.6247433748288621,0.08272434579830394,0.9348757916816866,0.607039244914342,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Sex,Male,2958,195,2763,775442.4230000001,2501408.57,0.43362138156686364,0.10935538398343611,0.37164840703784835,0.4346641091466107,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Sex,Female,3460,328,3132,1311052.254,3248787.853,0.49000160553409716,0.14169801401330792,0.6283515929621515,0.5645345166186007,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Age,18-34,1296,163,1133,641264.639,2078286.6440000003,0.3966089440889332,0.16608602748575743,0.3073406541932912,0.3611391691464299,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Age,35-49,1424,142,1282,590792.624,1992653.7159999998,0.45910400234412657,0.17646425974538707,0.28315079377506597,0.3462589289453115,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Age,50-64,1524,171,1353,679477.2699999999,1456650.204,0.5235207335160539,0.13972672933365937,0.3256549261735786,0.2531188110784672,PASS,Group-level aggregate; do not use for individual micro-targeting.
MEDDL,XGBoost,WTFA_A,Platt,0.1399999999999999,Age,65-74,1165,31,1134,117474.889,192395.56000000003,0.6096507575164974,0.031162607737093683,0.05630251075881368,0.033432141271972735,PASS,Group-level aggregate; do not use for individual micro-targeting.
